,해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
360,367,1.1,8,6.3,6.1,55
361,368,1.2,18,6.7,6.3,72
362,369,1.0,2,6.5,6.3,67
363,370,1.0,12,6.8,5.6,60
364,371,1.0,332,6.1,4.9,74
365,372,0.6,350,6.6,5.3,55
366,374,0.9,305,5.6,1.3,45
367,375,0.7,273,5.3,2.2,55
368,376,0.5,229,5.3,1.6,35
369,377,0.6,240,5.2,1.4,252
370,378,0.8,264,5.5,2.0,247
371,379,0.8,266,5.0,2.6,258
372,380,0.8,260,5.2,3.4,267
373,381,0.9,265,5.5,4.2,275
374,382,0.9,268,5.7,4.5,272
375,384,0.0,236,3.0,3.6,18
376,385,0.0,170,7.3,3.3,61
377,386,0.1,237,3.0,5.2,38
378,387,0.1,225,5.1,2.9,16
379,388,0.1,136,10.4,4.3,293
380,389,0.6,183,8.2,5.2,288
381,390,1.1,202,6.4,2.5,317
382,391,0.0,164,3.0,2.3,55
383,392,0.0,223,2.9,1.1,235
384,393,0.1,284,2.9,3.2,310
385,394,0.2,266,3.1,1.7,45
386,395,0.0,175,7.6,1.7,48
387,396,0.3,216,5.9,3.1,353
388,397,0.3,207,5.8,1.6,347
389,398,0.8,161,9.8,3.0,61
390,399,1.1,189,6.2,2.5,33
391,400,1.2,201,6.3,2.9,319
392,401,0.5,64,5.0,3.9,61
393,402,0.5,69,4.9,3.7,72
394,403,0.6,47,5.2,4.7,58
395,404,0.7,50,5.2,5.9,63
396,405,0.7,36,4.8,6.2,57
397,406,0.7,35,5.3,6.0,58
398,407,0.6,36,5.6,3.4,34
399,408,0.5,34,5.7,2.8,275
400,409,1.4,212,6.4,2.7,280
401,410,0.1,207,3.7,1.7,323
402,411,0.0,92,9.7,2.3,347
403,412,0.2,276,4.0,2.9,301
404,413,0.1,229,4.3,3.1,261
405,414,0.0,236,3.9,2.2,236
406,415,0.8,185,7.8,4.1,19
407,416,0.9,208,5.8,4.3,352
408,417,1.1,190,7.3,7.0,234
409,418,1.5,219,6.2,8.4,244
410,419,1.6,229,6.2,8.7,250
411,420,1.7,234,6.3,8.5,252
412,421,0.2,178,5.9,1.2,10
413,422,0.8,176,8.3,5.0,221
414,423,0.9,180,6.7,4.2,242
415,424,1.1,194,5.6,4.6,254
416,425,1.2,209,5.8,5.5,258
417,426,1.3,220,5.9,6.8,251
418,427,1.4,228,6.2,8.0,250
419,428,1.6,236,6.3,8.4,250
420,429,1.7,241,6.3,8.8,250
421,430,1.7,245,6.3,8.9,251
422,432,0.6,149,9.8,1.8,22
423,433,0.7,158,8.6,2.9,257
424,434,0.9,157,10.0,6.1,242
425,435,1.0,182,10.0,6.9,236
426,436,1.1,196,6.1,6.7,238
427,437,1.2,209,5.6,6.9,243
428,438,1.3,221,5.7,7.6,245
429,439,1.4,232,5.8,8.1,246
430,440,1.5,241,6.1,8.2,250
431,441,1.6,248,6.3,8.4,253
432,442,1.7,252,6.3,8.5,255
433,443,1.7,253,6.3,8.5,254
434,444,0.8,126,10.1,3.0,249
435,445,0.9,149,10.1,5.0,217
436,446,1.0,163,10.0,6.2,228
437,447,1.1,180,10.0,6.6,242
438,448,1.1,198,10.0,6.8,246
439,449,1.2,217,6.3,7.3,247
440,450,1.3,229,5.5,7.6,248
441,451,1.4,236,5.7,7.7,248
442,452,1.4,245,5.9,7.9,252
443,453,1.5,253,6.2,8.1,255
444,454,1.6,259,6.3,8.1,254
445,455,1.6,261,6.4,7.8,252
446,456,1.6,260,6.4,7.9,250
447,457,0.5,40,5.7,2.4,222
448,458,0.6,32,5.8,4.5,207
449,459,0.7,25,5.8,5.3,209
450,460,0.7,14,6.0,5.4,214
451,461,0.7,359,6.0,5.2,219
452,462,0.7,333,6.2,5.0,223
453,463,0.6,297,6.3,5.1,226
454,464,0.6,253,6.4,5.6,231
455,465,0.7,243,4.7,5.9,236
456,466,0.7,246,4.2,5.9,237
457,467,0.7,252,4.5,5.8,239
458,468,0.8,260,4.7,5.8,247
459,469,0.9,266,5.0,5.7,255
460,470,0.9,271,5.2,5.9,261
461,471,0.9,276,5.5,6.0,263
462,472,0.8,277,5.5,5.6,260
463,474,1.0,146,10.1,6.4,232
464,475,1.2,194,8.6,8.8,234
465,476,1.2,207,9.0,8.5,238
466,477,1.2,213,10.0,7.7,242
467,478,1.2,225,10.0,7.3,247
468,479,1.3,239,9.1,7.3,249
469,480,1.3,249,7.0,7.4,251
470,481,1.4,257,5.7,7.6,256
471,482,1.4,263,5.9,7.6,260
472,483,1.4,268,6.2,7.1,260
473,484,1.5,271,6.4,7.1,256
474,485,1.5,272,6.4,7.5,249
475,486,1.5,272,6.3,7.6,244
476,487,0.3,52,6.0,3.4,186
477,488,0.6,35,5.8,4.5,194
478,489,0.6,36,5.8,4.9,204
479,490,0.6,28,6.0,5.0,207
480,491,0.6,26,6.1,5.1,213
481,492,0.6,1,6.4,5.3,218
482,493,0.6,234,6.6,5.5,219
483,494,0.6,228,6.8,5.7,223
484,495,0.6,237,5.4,5.7,224
485,496,0.6,247,4.1,5.5,227
486,497,0.7,257,4.4,5.5,237
487,498,0.7,267,4.7,5.6,246
488,499,0.8,275,5.0,5.8,252
489,500,0.8,283,5.3,5.7,256
490,501,0.8,290,5.6,5.6,256
491,502,0.7,295,5.7,5.3,253
492,503,0.6,296,5.9,5.1,256
493,504,0.3,218,6.7,5.0,257
494,505,0.8,121,10.0,6.1,246
495,506,1.0,156,10.1,8.1,247
496,507,1.1,186,10.1,8.3,247
497,508,1.1,202,10.0,8.0,246
498,509,1.2,237,10.0,7.8,248
499,510,1.2,266,10.0,7.5,250
500,511,1.2,284,9.9,7.1,254
501,512,1.3,290,9.7,6.9,262
502,513,1.3,289,8.7,6.9,266
503,514,1.3,282,8.8,6.6,267
504,515,1.3,280,8.0,6.4,261
505,516,1.4,278,8.2,6.7,249
506,517,1.4,275,8.8,7.1,245
507,518,1.4,272,9.0,7.3,244
508,519,0.2,49,6.2,4.6,189
509,520,0.4,78,7.1,4.9,194
510,521,0.6,71,6.1,5.3,197
511,522,0.6,78,6.2,5.1,202
512,523,0.5,99,6.5,5.3,206
513,524,0.5,127,6.8,5.4,205
514,525,0.5,147,7.3,5.4,212
515,526,0.5,158,8.2,5.1,216
516,527,0.5,169,9.1,4.8,222
517,528,0.5,191,8.9,4.7,227
518,529,0.6,222,8.4,4.6,234
519,530,0.6,259,7.2,4.7,240
520,531,0.6,298,6.5,4.7,242
521,532,0.6,311,6.1,4.7,245
522,533,0.6,318,5.7,4.5,250
523,534,0.5,326,5.8,4.7,255
524,535,0.4,334,8.4,5.1,255
525,536,0.4,340,8.1,5.7,265
526,537,0.8,94,10.1,6.2,271
527,538,0.9,92,10.1,6.3,267
528,539,0.9,92,10.1,6.5,259
529,540,0.9,87,10.0,6.8,257
530,541,1.0,70,10.0,6.6,258
531,542,1.0,52,10.0,6.1,263
532,543,1.0,43,9.9,6.1,265
533,544,1.1,37,9.8,6.0,265
534,545,1.2,40,9.8,6.0,265
535,546,1.2,329,9.7,6.1,259
536,547,1.3,258,9.6,6.7,248
537,548,1.3,237,9.6,7.2,244
538,549,1.3,202,9.6,7.2,241
539,550,1.3,183,9.5,7.2,242
540,551,0.1,110,8.1,5.6,185
541,552,0.4,135,8.6,5.7,191
542,553,0.5,125,7.9,5.9,194
543,554,0.5,124,8.3,5.5,201
544,555,0.5,126,8.8,5.6,199
545,556,0.5,121,8.9,5.2,202
546,557,0.5,119,9.2,4.6,213
547,558,0.5,119,9.3,4.0,223
548,559,0.5,117,9.5,3.8,221
549,560,0.5,115,9.8,3.4,221
550,561,0.5,111,9.9,3.3,224
551,562,0.5,106,9.9,3.4,230
552,563,0.5,100,9.9,3.5,243
553,564,0.5,89,9.9,4.2,251
554,565,0.5,83,9.9,4.6,253
555,566,0.5,97,9.7,4.8,257
556,567,0.6,110,8.8,4.5,262
557,568,0.7,103,9.9,4.4,263
558,569,0.8,95,10.1,4.8,267
559,570,0.8,94,10.1,5.5,262
560,571,0.8,93,10.1,5.7,263
561,572,0.8,91,10.0,5.5,265
562,573,0.8,89,10.0,5.2,263
563,574,0.9,87,10.0,4.8,261
564,575,0.9,88,9.9,4.9,260
565,576,1.0,96,9.9,5.1,261
566,577,1.0,110,9.8,5.6,258
567,578,1.1,126,9.7,6.8,248
568,579,1.2,148,9.7,7.4,242
569,580,1.2,143,9.6,7.4,239
570,581,1.2,144,9.6,7.5,238
571,582,1.2,149,9.6,7.6,239
572,583,1.0,127,9.8,6.7,245
573,584,1.1,134,9.7,7.3,238
574,585,1.1,137,9.7,7.4,234
575,586,1.1,141,9.7,7.5,232
576,587,1.2,145,9.6,7.6,232
577,588,1.2,148,9.6,7.7,232
578,589,1.1,130,9.8,7.0,232
579,590,1.1,135,9.8,7.3,230
580,591,1.1,138,9.7,7.4,228
581,592,1.1,140,9.7,7.4,228
582,593,1.1,139,9.7,7.2,228
583,594,1.1,138,9.7,7.1,231
584,595,1.1,127,9.8,6.8,225
585,596,1.1,129,9.8,6.9,223
586,597,1.1,129,9.7,6.8,221
587,598,1.1,127,9.7,6.6,222
588,599,1.1,126,9.7,6.5,224
589,600,1.1,125,9.7,6.3,226
590,601,0.0,97,4.1,1.5,340
591,602,0.1,78,5.9,2.3,179
592,603,0.0,64,9.2,1.8,349
593,604,0.0,61,6.6,2.4,174
594,605,0.4,160,5.9,5.9,183
595,606,0.6,151,9.2,5.8,191
596,607,0.5,133,9.2,5.5,197
597,608,0.5,126,9.3,5.5,198
598,609,0.5,117,9.3,5.3,197
599,610,0.4,110,9.3,4.7,206
600,615,0.6,161,7.9,6.6,189
601,616,0.6,152,9.2,5.9,194
602,617,0.5,125,9.3,5.1,197
603,618,0.5,118,9.3,5.2,198
604,619,0.5,107,9.4,4.7,201
605,620,0.5,102,9.4,3.8,199
606,624,0.4,147,6.8,6.6,186
607,625,0.6,138,9.2,5.8,191
608,626,0.6,120,9.2,5.0,196
609,627,0.5,114,9.3,4.7,200
610,628,0.5,109,9.3,5.1,195
611,629,0.5,103,9.4,4.5,195
612,630,0.5,98,9.5,3.4,195
613,633,0.2,144,7.9,4.7,182
614,634,0.5,123,9.3,4.9,182
615,635,0.6,115,9.3,4.7,186
616,636,0.6,113,9.3,4.7,190
617,637,0.5,110,9.3,4.8,189
618,638,0.5,107,9.4,4.9,186
619,639,0.5,102,9.6,4.0,183
620,640,0.5,96,9.8,3.1,188
621,642,0.2,135,9.0,5.0,169
622,643,0.4,120,9.4,5.2,165
623,644,0.6,118,9.3,5.3,166
624,645,0.6,114,9.3,5.1,174
625,646,0.6,111,9.3,4.9,179
626,647,0.6,109,9.4,5.0,177
627,648,0.6,106,9.4,4.7,175
628,649,0.5,103,9.5,3.5,168
629,650,0.5,98,9.7,2.5,177
630,651,0.2,120,9.3,2.6,164
631,652,0.4,119,9.3,4.2,159
632,653,0.5,115,9.3,5.4,155
633,654,0.6,114,9.4,5.7,159
634,655,0.6,113,9.4,5.6,164
635,656,0.6,109,9.5,5.3,167
636,657,0.6,106,9.5,4.8,167
637,658,0.6,105,9.6,4.3,166
638,659,0.6,104,9.6,2.8,163
639,660,0.5,103,9.7,1.6,165
640,661,0.3,108,9.2,3.4,141
641,662,0.5,106,9.3,4.8,144
642,663,0.5,104,9.4,5.2,148
643,664,0.6,104,9.6,5.2,153
644,665,0.6,104,9.7,4.9,154
645,666,0.6,103,9.8,4.4,156
646,667,0.6,103,9.8,4.1,158
647,668,0.6,104,9.8,3.8,150
648,669,0.6,106,9.9,2.5,146
649,670,0.6,107,9.9,1.4,131
650,671,0.4,98,9.6,3.7,130
651,672,0.5,95,9.6,4.7,132
652,673,0.5,97,9.7,4.8,140
653,674,0.5,98,9.8,4.9,146
654,675,0.5,99,9.7,4.8,153
655,676,0.5,100,9.7,4.1,155
656,677,0.6,100,9.7,4.0,149
657,678,0.6,103,9.8,3.8,144
658,679,0.6,105,9.7,3.0,129
659,680,0.6,108,9.6,1.5,118
660,681,0.4,86,9.9,3.8,110
661,682,0.4,88,9.8,4.8,115
662,683,0.5,91,9.6,5.0,114
663,684,0.5,96,9.6,5.5,137
664,685,0.5,97,9.5,4.6,147
665,686,0.5,98,9.5,3.5,149
666,687,0.5,99,9.5,3.6,143
667,688,0.6,99,9.5,3.9,142
668,689,0.6,101,9.5,3.2,132
669,690,0.6,104,9.4,2.1,110
670,691,0.3,77,10.1,3.3,98
671,692,0.3,73,10.1,3.7,83
672,693,0.3,73,10.0,4.3,76
673,694,0.5,91,9.5,5.7,132
674,695,0.5,95,9.5,4.5,154
675,696,0.5,93,9.5,3.6,147
676,697,0.5,93,9.5,3.7,139
677,698,0.6,95,9.5,4.0,135
678,699,0.6,96,9.5,3.5,127
679,700,0.6,94,9.6,2.9,111
680,701,0.4,108,9.3,3.8,213
681,702,0.4,108,9.3,3.3,219
682,703,0.4,106,9.5,3.0,215
683,704,0.5,104,9.8,2.7,213
684,705,0.5,102,10.0,2.9,226
685,706,0.5,100,10.0,3.2,241
686,707,0.5,101,10.0,3.6,246
687,708,0.5,102,10.0,4.0,248
688,709,0.5,101,10.0,3.6,248
689,710,0.6,97,10.1,3.4,254
690,711,0.5,101,9.4,3.3,211
691,712,0.5,100,9.5,2.5,209
692,713,0.5,99,9.6,2.2,214
693,714,0.5,98,9.8,2.3,221
694,715,0.5,96,9.9,2.5,230
