,해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
695,716,0.5,93,10.1,2.0,239
696,717,0.5,91,10.1,1.8,251
697,718,0.6,91,10.1,1.6,260
698,719,0.7,93,10.1,1.1,263
699,720,0.8,93,10.1,1.2,269
700,721,0.5,95,9.7,3.0,199
701,722,0.5,94,9.8,2.3,196
702,723,0.5,94,9.9,2.1,208
703,724,0.5,93,10.0,1.8,210
704,725,0.5,90,10.1,0.5,203
705,726,0.6,88,10.2,0.7,51
706,727,0.6,84,10.2,1.0,38
707,728,0.6,81,10.2,0.7,62
708,729,0.6,81,10.2,0.6,43
709,730,0.7,88,10.1,1.0,221
710,731,0.5,91,10.1,2.8,188
711,732,0.5,89,10.2,2.1,190
712,733,0.5,88,10.2,1.7,198
713,734,0.5,89,10.2,0.5,276
714,735,0.5,89,10.2,1.3,51
715,736,0.5,87,10.1,2.1,66
716,737,0.5,88,10.1,1.2,74
717,738,0.4,94,9.9,0.9,186
718,739,0.3,96,9.8,1.6,212
719,740,0.7,95,10.0,3.6,216
720,741,0.5,92,10.0,2.0,184
721,742,0.5,87,10.1,1.8,185
722,743,0.5,85,10.1,0.8,207
723,744,0.5,86,10.1,1.5,10
724,745,0.5,90,10.0,1.8,57
725,746,0.5,98,9.9,1.0,148
726,747,0.4,100,9.9,1.9,203
727,748,0.5,104,9.8,3.0,202
728,749,0.8,92,10.1,3.4,205
729,750,0.8,91,10.1,3.3,205
730,751,0.5,100,9.8,1.3,173
731,752,0.5,93,10.0,1.1,178
732,753,0.4,85,10.1,0.5,276
733,754,0.4,83,10.1,2.0,8
734,755,0.4,85,10.1,0.2,38
735,756,0.4,90,10.0,2.3,193
736,757,0.5,97,9.9,3.0,199
737,758,0.7,92,10.0,3.4,198
738,759,0.8,90,10.1,3.3,201
739,760,0.8,89,10.1,3.0,202
740,761,0.5,108,9.9,0.8,129
741,762,0.5,109,9.7,0.5,146
742,763,0.4,106,9.7,0.3,277
743,764,0.3,93,10.1,1.5,343
744,765,0.2,86,10.2,1.3,257
745,766,0.2,67,9.0,2.5,210
746,767,0.6,83,10.1,3.2,205
747,768,0.8,90,10.1,3.1,200
748,769,0.8,89,10.1,2.7,205
749,770,0.8,88,10.1,2.3,208
750,771,0.6,111,9.2,0.8,89
751,772,0.5,114,8.8,0.7,94
752,773,0.5,118,8.7,0.3,160
753,774,0.4,121,8.8,0.7,4
754,775,0.3,129,9.8,1.2,239
755,776,0.4,122,9.3,2.5,213
756,777,0.8,90,10.1,3.1,201
757,778,0.8,90,10.1,2.7,201
758,779,0.8,89,10.1,2.3,201
759,780,0.8,88,10.1,2.1,209
760,781,0.6,106,9.3,1.9,92
761,782,0.6,105,9.4,1.4,80
762,783,0.7,104,9.5,1.0,115
763,784,0.7,100,9.7,1.1,99
764,785,0.8,95,9.9,0.9,201
765,786,0.8,90,10.0,2.4,191
766,787,0.8,90,10.0,2.6,190
767,788,0.8,90,10.0,2.3,193
768,789,0.8,90,10.0,2.0,192
769,790,0.8,90,10.0,1.9,193
770,791,0.7,94,9.6,2.7,99
771,792,0.7,96,9.8,2.6,88
772,793,0.8,93,9.9,2.5,86
773,794,0.8,91,10.0,1.8,95
774,795,0.8,90,10.0,1.4,145
775,796,0.8,90,10.0,1.5,162
776,797,0.8,90,10.0,1.5,179
777,798,0.8,90,10.0,1.6,179
778,799,0.8,91,10.0,1.5,179
779,800,0.8,91,10.0,1.3,168
780,801,0.8,93,10.1,3.2,258
781,802,0.8,93,10.1,3.4,265
782,803,0.8,94,10.1,3.9,267
783,804,0.8,94,10.1,4.1,267
784,805,0.8,94,10.1,4.2,263
785,806,0.8,95,10.0,4.4,257
786,807,0.8,96,10.0,4.7,255
787,808,0.8,97,10.0,4.6,252
788,809,0.9,101,9.9,4.4,254
789,810,0.9,112,9.9,5.2,252
790,811,0.8,93,10.1,1.6,271
791,812,0.8,93,10.1,2.5,263
792,813,0.8,93,10.1,3.4,257
793,814,0.8,93,10.1,3.9,252
794,815,0.8,94,10.1,4.2,248
795,816,0.8,95,10.0,4.0,247
796,817,0.8,96,10.0,3.9,247
797,818,0.8,100,10.0,4.1,245
798,819,0.9,110,9.9,5.3,243
799,820,1.0,123,9.9,6.5,237
800,821,0.8,92,10.1,2.9,228
801,822,0.8,92,10.1,3.3,232
802,823,0.8,92,10.1,3.3,233
803,824,0.8,92,10.1,3.3,239
804,825,0.8,93,10.1,3.2,242
805,826,0.8,93,10.0,3.3,243
806,827,0.8,96,10.0,4.2,240
807,828,0.9,105,10.0,5.2,234
808,829,0.9,113,9.9,5.8,229
809,830,1.0,121,9.9,6.4,225
810,831,0.8,91,10.1,3.3,214
811,832,0.8,91,10.1,2.8,215
812,833,0.8,91,10.1,2.5,226
813,834,0.8,91,10.1,2.5,233
814,835,0.8,91,10.1,3.0,230
815,836,0.8,92,10.0,4.0,230
816,837,0.8,93,10.0,4.5,225
817,838,0.8,99,10.0,4.8,220
818,839,0.9,106,9.9,5.4,219
819,840,1.0,114,9.9,5.8,218
820,841,0.8,90,10.1,3.0,208
821,842,0.8,91,10.1,2.7,205
822,843,0.8,90,10.0,2.5,211
823,844,0.8,90,10.0,2.8,216
824,845,0.8,91,10.0,3.3,222
825,846,0.8,91,10.0,3.7,219
826,847,0.8,93,10.0,3.9,215
827,848,0.9,97,10.0,4.3,214
828,849,0.9,102,9.9,4.7,210
829,850,0.9,108,9.9,5.0,208
830,851,0.8,89,10.0,2.6,207
831,852,0.8,89,10.0,2.3,216
832,853,0.8,90,10.0,2.6,222
833,854,0.8,90,10.0,2.7,224
834,855,0.8,90,10.0,2.7,218
835,856,0.8,92,10.0,2.8,213
836,857,0.8,95,10.0,3.5,206
837,858,0.9,98,9.9,4.2,200
838,859,0.9,102,9.9,4.5,197
839,860,0.9,105,9.8,4.4,194
840,861,0.8,87,10.1,2.0,213
841,862,0.8,88,10.1,2.0,218
842,863,0.8,89,10.1,2.1,225
843,864,0.8,89,10.0,2.1,216
844,865,0.8,90,10.0,2.5,198
845,866,0.8,93,10.0,3.5,189
846,867,0.9,97,10.0,4.2,185
847,868,0.9,100,9.9,4.5,184
848,869,0.9,103,9.9,4.4,185
849,870,1.0,106,9.8,4.1,183
850,871,0.8,88,10.1,2.0,206
851,872,0.8,86,10.1,1.8,207
852,873,0.8,87,10.1,1.8,192
853,874,0.8,89,10.0,2.1,177
854,875,0.8,91,10.0,2.7,172
855,876,0.9,95,10.0,2.9,174
856,877,0.9,99,10.0,3.3,177
857,878,1.0,103,9.9,3.6,174
858,879,1.0,106,9.9,3.6,173
859,880,1.0,108,9.8,3.8,170
860,881,0.8,90,10.0,1.6,192
861,882,0.7,91,10.0,1.3,172
862,883,0.7,90,10.0,1.1,152
863,884,0.8,89,10.0,1.3,147
864,885,0.9,92,10.0,1.9,167
865,886,0.9,96,10.0,3.1,176
866,887,1.0,101,9.9,3.9,172
867,888,1.0,104,9.9,4.2,167
868,889,1.0,107,9.8,4.2,166
869,890,1.1,109,9.7,4.0,161
870,891,0.8,90,10.0,0.9,165
871,892,0.8,89,10.0,0.9,133
872,893,0.8,88,10.0,1.0,134
873,894,0.8,90,10.0,1.5,157
874,895,0.9,93,10.0,2.7,167
875,896,1.0,97,10.0,3.9,169
876,897,1.0,102,9.9,4.8,164
877,898,1.1,105,9.9,4.9,159
878,899,1.1,107,9.8,4.6,158
879,900,1.1,109,9.7,4.3,157
880,901,1.1,24,5.9,4.4,59
881,902,1.2,20,5.8,4.9,42
882,903,1.2,15,5.8,5.3,22
883,904,1.1,359,5.9,4.8,7
884,905,1.3,33,5.8,6.5,49
885,906,1.3,27,5.8,6.7,42
886,907,1.4,20,5.8,7.2,35
887,908,1.3,8,5.8,6.5,33
888,909,1.1,356,5.9,6.7,51
889,910,1.3,41,5.4,7.4,50
890,911,1.3,35,5.5,7.6,43
891,912,1.4,30,5.6,7.9,41
892,913,1.5,23,5.7,8.7,41
893,914,1.2,4,5.7,8.0,51
894,915,0.7,331,5.8,5.6,59
895,916,1.2,46,5.3,7.0,50
896,917,1.3,40,5.2,7.3,46
897,918,1.3,34,5.3,7.9,43
898,919,1.4,30,5.3,8.4,42
899,920,1.3,23,5.2,8.5,44
900,921,0.9,358,5.4,6.6,50
901,922,0.6,25,4.6,6.5,53
902,923,0.7,1,5.9,4.8,74
903,924,1.1,56,5.4,6.4,58
904,925,1.1,47,4.9,7.0,52
905,926,1.2,40,4.9,7.5,49
906,927,1.2,34,4.9,7.9,47
907,928,1.2,30,4.9,8.1,45
908,929,1.2,26,4.9,8.2,43
909,930,1.1,25,5.0,8.1,48
910,931,1.0,13,4.9,7.0,51
911,932,1.0,64,6.9,6.7,60
912,933,1.0,53,6.2,7.0,53
913,934,1.1,42,4.7,7.3,49
914,935,1.1,37,4.7,7.7,48
915,936,1.1,32,4.7,7.8,46
916,937,1.1,31,4.7,7.7,48
917,938,1.0,31,4.7,7.7,43
918,939,1.0,28,4.5,7.6,45
919,940,0.8,69,7.0,6.2,54
920,941,0.9,56,6.8,6.6,47
921,942,0.9,43,6.9,6.8,45
922,943,1.0,37,6.4,7.1,45
923,944,1.0,34,5.6,7.3,43
924,945,1.0,33,4.5,7.5,46
925,946,1.0,32,4.5,7.2,50
926,947,0.9,28,4.2,7.0,46
927,948,0.7,70,7.0,5.2,55
928,949,0.7,58,6.9,5.4,48
929,950,0.7,44,6.9,5.9,43
930,951,0.8,35,7.1,6.2,42
931,952,0.8,32,7.2,6.5,43
932,953,0.9,32,6.0,6.9,39
933,954,0.9,33,4.3,7.4,40
934,955,0.9,27,4.0,7.6,41
935,956,0.6,56,7.0,4.1,56
936,957,0.6,50,7.0,4.4,49
937,958,0.6,43,7.0,4.7,47
938,959,0.6,36,6.9,5.0,43
939,960,0.6,32,7.0,5.2,45
940,961,0.7,29,7.0,5.6,47
941,962,0.7,29,6.7,6.0,40
942,963,0.8,28,4.7,6.8,38
943,964,0.5,37,7.0,3.8,52
944,965,0.5,33,7.0,4.1,52
945,966,0.5,30,6.9,4.2,52
946,967,0.5,26,6.7,4.0,48
947,968,0.5,22,6.9,4.2,46
948,969,0.5,20,7.0,4.6,50
949,970,0.5,20,6.9,5.2,44
950,971,0.6,24,6.6,5.8,40
951,972,0.5,34,6.8,3.2,56
952,973,0.5,30,6.9,3.3,52
953,974,0.5,28,6.7,3.5,52
954,975,0.4,24,6.4,3.6,53
955,976,0.4,21,6.6,3.9,47
956,977,0.5,19,6.9,4.4,48
957,978,0.5,16,6.9,4.7,47
958,979,0.5,14,6.7,5.1,41
959,980,0.4,27,6.4,1.7,56
960,981,0.4,29,6.7,2.5,55
961,982,0.4,28,6.7,2.8,51
962,983,0.4,26,6.4,2.9,50
963,984,0.4,23,6.4,3.4,51
964,985,0.4,20,6.7,3.7,53
965,986,0.5,18,6.9,4.0,49
966,987,0.5,15,6.7,4.5,47
967,988,0.4,16,6.1,0.7,310
968,989,0.4,29,6.5,1.1,47
969,990,0.4,30,6.7,2.0,50
970,991,0.4,28,6.5,2.0,45
971,992,0.4,26,6.3,2.4,44
972,993,0.4,22,6.5,2.9,44
973,994,0.5,19,6.8,3.5,44
974,995,0.5,17,6.9,3.8,43
975,996,0.3,40,5.8,2.3,262
976,997,0.3,35,5.9,1.4,249
977,998,0.4,32,6.7,0.5,225
978,999,0.4,30,6.6,0.4,39
979,1000,0.4,28,6.7,0.7,31
980,1001,0.4,25,6.9,1.6,34
981,1002,0.4,22,6.8,2.7,37
982,1003,0.5,19,6.7,3.4,38
983,1004,0.2,49,5.7,3.6,244
984,1005,0.3,41,7.3,3.0,237
985,1006,0.3,37,7.2,2.7,226
986,1007,0.4,32,6.9,2.1,215
987,1008,0.4,30,6.8,1.1,224
988,1009,0.4,28,6.6,0.1,303
989,1010,0.4,24,6.4,1.5,39
990,1011,0.5,21,6.3,2.5,34
991,1237,0.5,18,6.3,3.4,37
992,1238,0.4,13,6.2,4.0,36
993,1239,0.5,8,6.2,4.9,36
994,1240,0.4,1,6.2,4.6,37
995,1247,0.5,16,6.6,4.0,35
996,1248,0.4,11,6.4,4.5,31
997,1249,0.5,3,6.3,5.3,20
998,1250,0.4,341,5.9,3.8,358
999,1261,0.4,13,6.8,3.9,37
1000,1262,0.4,8,6.7,4.2,29
1001,1263,0.4,354,6.7,3.3,24
1002,1264,0.2,316,5.4,1.4,9
1003,1275,0.4,10,6.4,4.5,33
1004,1276,0.4,4,6.5,4.8,30
1005,1277,0.3,348,6.7,4.2,37
1006,1278,0.2,308,4.9,3.4,54
1007,1289,0.5,11,6.4,5.3,33
1008,1290,0.5,5,6.7,5.8,33
1009,1291,0.4,359,5.7,6.4,32
1010,1292,0.3,327,4.1,5.9,49
1011,1303,0.6,19,5.9,6.0,34
1012,1304,0.7,9,5.7,6.3,29
1013,1305,0.7,9,3.6,7.4,25
1014,1306,0.5,342,3.8,5.7,17
1015,1314,0.8,17,3.8,7.1,33
1016,1315,0.7,6,5.7,7.2,29
1017,1316,0.5,356,5.2,7.4,18
1018,1317,0.3,322,4.0,6.8,7
1019,1325,0.8,21,3.8,7.4,38
1020,1326,0.7,22,3.4,6.7,34
1021,1327,0.5,1,3.5,6.4,28
1022,1328,0.3,333,4.0,4.3,33
1023,1336,0.8,23,3.9,6.9,41
1024,1337,0.7,20,3.7,6.9,38
1025,1338,0.6,17,3.6,6.6,43
1026,1339,0.3,334,4.5,4.9,80
1027,1347,0.8,17,4.6,6.8,46
1028,1348,0.6,13,5.5,6.6,39
1029,1349,0.4,351,4.5,4.3,78
1030,1358,0.5,357,4.7,5.7,49
1031,1359,0.4,12,7.5,5.6,42
1032,1368,0.5,348,5.0,3.7,57
1033,1420,1.1,181,7.4,7.2,30
1034,1421,1.0,162,9.1,3.9,25
1035,1432,1.5,219,6.4,2.6,247
1036,1433,1.5,225,6.5,2.3,90
1037,1434,1.4,226,6.7,3.0,57
1038,1435,1.3,202,6.7,2.2,69
1039,1446,1.6,236,6.3,7.8,252
1040,1447,1.6,239,6.4,7.3,252
1041,1448,1.7,243,6.4,7.8,255
1042,1449,1.7,243,6.6,7.1,259
1043,1460,1.7,247,6.3,8.7,253
1044,1461,1.7,249,6.3,8.1,255
1045,1462,1.7,253,6.4,8.1,255
1046,1463,1.6,255,6.7,8.3,253
1047,1474,1.7,253,6.4,8.4,251
1048,1475,1.7,253,6.4,8.6,249
1049,1476,1.7,255,6.5,8.7,247
1050,1477,1.7,259,6.7,8.6,248
1051,1488,1.6,259,6.4,8.4,247
1052,1489,1.6,260,6.4,8.5,244
1053,1490,1.6,264,6.5,8.2,245
1054,1491,1.6,266,6.6,8.1,246
1055,1502,1.5,269,6.3,7.8,243
1056,1503,1.5,270,6.3,7.8,245
1057,1504,1.5,274,6.4,7.7,248
1058,1505,1.6,275,6.5,7.5,250
1059,1516,1.4,264,9.5,7.5,244
1060,1517,1.4,257,9.5,7.5,245
1061,1518,1.4,257,9.3,7.5,246
1062,1519,1.5,259,8.9,7.4,247
1063,1530,1.3,186,9.5,7.3,242
1064,1531,1.3,198,9.5,7.4,243
1065,1532,1.4,207,9.5,7.3,244
1066,1533,1.4,220,9.4,7.4,245
1067,1544,1.2,157,9.6,7.7,239
1068,1545,1.3,166,9.5,7.7,240
1069,1546,1.3,175,9.5,7.7,241
1070,1547,1.3,182,9.5,7.7,243
1071,1558,1.2,149,9.6,7.6,234
1072,1559,1.2,150,9.6,7.5,237
1073,1560,1.2,152,9.6,7.3,239
1074,1561,1.2,152,9.5,7.1,240
1075,1572,1.1,137,9.6,7.0,234
1076,1573,1.1,136,9.6,6.9,235
1077,1574,1.1,135,9.6,6.8,235
1078,1575,1.1,131,9.6,6.5,235
1079,1586,1.1,125,9.7,6.1,229
1080,1587,1.1,124,9.7,6.0,230
1081,1588,1.1,122,9.6,5.8,232
1082,1589,1.1,120,9.6,5.6,230
1083,1600,1.0,116,9.7,5.2,223
1084,1601,1.0,117,9.7,5.2,223
1085,1602,1.1,117,9.7,5.2,218
1086,1603,1.0,115,9.7,5.0,214
1087,1614,1.0,113,9.6,4.7,205
1088,1615,1.0,113,9.6,4.6,201
1089,1616,1.0,115,9.6,4.3,202
1090,1617,1.0,116,9.7,3.9,204
1091,1628,1.0,114,9.5,3.3,194
1092,1629,1.0,114,9.5,3.1,194
1093,1630,1.0,115,9.5,2.9,196
1094,1631,1.1,117,9.6,2.6,199
1095,1642,1.1,115,9.4,2.5,176
1096,1643,1.1,115,9.4,2.3,171
1097,1644,1.1,116,9.4,2.2,163
1098,1645,1.1,117,9.5,2.1,163
1099,1656,1.1,115,9.3,2.9,143
1100,1657,1.1,116,9.4,2.8,138
1101,1658,1.1,116,9.4,2.6,132
1102,1659,1.1,116,9.5,2.3,136
1103,1670,1.1,115,9.3,3.4,131
1104,1671,1.1,115,9.3,3.1,126
1105,1672,1.2,115,9.4,2.7,126
1106,1673,1.2,114,9.5,2.6,127
1107,1684,1.2,113,9.3,3.7,127
1108,1685,1.2,113,9.3,3.3,130
1109,1686,1.2,113,9.3,3.2,130
1110,1687,1.2,113,9.4,3.4,125
1111,5021,-999.0,-999,-999.0,-999.0,-999
1112,5022,0.4,135,6.2,1.5,102
1113,5029,-999.0,-999,-999.0,-999.0,-999
1114,5038,0.1,102,6.1,3.0,98
1115,5047,-999.0,-999,-999.0,-999.0,-999
1116,5055,-999.0,-999,-999.0,-999.0,-999
1117,5087,1.0,72,6.6,5.1,35
1118,5097,-999.0,-999,-999.0,-999.0,-999
1119,5098,-999.0,-999,-999.0,-999.0,-999
1120,5099,0.3,96,3.9,6.7,57
1121,5118,0.1,196,5.9,1.1,268
1122,5124,0.0,206,5.8,3.0,296
1123,5130,0.0,228,6.1,2.9,304
1124,5131,-999.0,-999,-999.0,-999.0,-999
1125,5137,0.1,208,5.6,3.9,124
1126,5138,0.0,164,4.3,2.9,131
1127,5146,0.2,200,4.8,4.8,113
1128,5147,0.0,252,3.7,3.4,114
1129,5154,0.0,261,3.2,4.4,102
1130,5164,-999.0,-999,-999.0,-999.0,-999
1131,5174,0.1,240,4.7,3.5,205
1132,5184,0.1,268,3.8,2.1,200
1133,5213,0.0,-999,2.7,2.7,61
1134,5214,0.1,99,2.7,5.8,83
1135,6003,-999.0,-999,-999.0,-999.0,-999
1136,6005,0.1,199,2.7,7.7,206
1137,6058,-999.0,-999,-999.0,-999.0,-999
1138,6062,-999.0,-999,-999.0,-999.0,-999
1139,6066,-999.0,-999,-999.0,-999.0,-999
1140,6076,-999.0,-999,-999.0,-999.0,-999
1141,6077,-999.0,-999,-999.0,-999.0,-999
1142,6116,0.2,145,5.4,2.3,126
1143,6119,0.2,151,5.6,1.3,99
1144,6137,-999.0,-999,-999.0,-999.0,-999
1145,6138,-999.0,-999,-999.0,-999.0,-999
1146,6139,-999.0,-999,-999.0,-999.0,-999
1147,6154,0.1,116,5.4,3.4,233
1148,6155,0.3,143,5.4,3.4,231
1149,6454,-999.0,-999,-999.0,-999.0,-999
1150,6455,-999.0,-999,-999.0,-999.0,-999
1151,6456,0.0,120,8.9,2.4,298
1152,6457,0.2,74,6.8,1.5,273
1153,6486,-999.0,-999,-999.0,-999.0,-999
1154,6487,0.1,89,8.6,0.5,218
1155,6601,-999.0,-999,-999.0,-999.0,-999
1156,6602,-999.0,-999,-999.0,-999.0,-999
1157,6603,0.0,32,6.2,2.8,344
1158,6604,-999.0,-999,-999.0,-999.0,-999
1159,6605,0.2,149,4.4,4.8,162
1160,6614,-999.0,-999,-999.0,-999.0,-999
1161,6615,0.4,162,3.2,6.4,176
1162,6624,-999.0,-999,-999.0,-999.0,-999
1163,6642,-999.0,-999,-999.0,-999.0,-999
1164,6660,0.0,121,4.6,3.3,138
1165,6670,0.2,98,9.0,1.8,138
1166,6680,0.0,186,4.2,2.2,86
1167,6681,0.3,82,10.0,2.0,84
1168,6690,0.1,143,7.3,1.5,142
1169,6691,0.2,95,9.8,1.8,70
1170,6901,0.1,191,2.7,6.6,194
1171,6902,0.0,206,2.7,5.4,206
1172,6903,0.0,227,2.7,3.4,232
1173,6904,0.0,-999,2.7,2.4,249
1174,6905,0.1,211,2.7,7.3,201
1175,6906,0.0,199,2.7,6.2,193
1176,6907,0.0,216,2.7,5.2,217
1177,6908,0.0,242,2.7,4.0,248
1178,6909,0.0,246,2.7,3.3,288
1179,6910,0.1,138,4.5,6.9,200
1180,6911,0.1,156,3.9,6.7,204
1181,6912,0.0,163,4.4,5.4,202
1182,6913,0.0,188,5.1,4.4,206
1183,6914,0.0,221,4.4,4.3,225
1184,6915,0.0,255,2.7,4.5,250
1185,6918,0.1,112,4.8,4.2,219
1186,6919,0.1,119,4.7,4.1,218
1187,6920,0.1,128,4.6,3.0,218
1188,6921,0.0,143,5.8,3.4,218
1189,6922,0.0,176,5.9,2.8,243
1190,6923,0.0,151,3.3,2.0,241
1191,6928,0.1,97,4.7,2.0,214
1192,6929,0.1,100,4.5,1.6,211
1193,6930,0.1,104,4.2,2.2,219
1194,6931,0.1,112,4.1,2.3,232
1195,6932,0.1,116,4.0,1.8,247
1196,6933,0.2,129,5.1,0.7,238
1197,6937,0.1,84,4.7,1.4,123
1198,6938,0.1,83,4.4,1.3,154
1199,6939,0.1,83,4.1,0.9,216
1200,6940,0.1,85,3.9,0.9,283
1201,6941,0.1,89,3.7,1.2,314
1202,6943,0.1,72,4.6,2.3,107
1203,6944,0.1,67,4.4,1.3,69
1204,6945,0.1,58,3.9,1.4,2
1205,6946,0.1,76,3.9,1.4,0
1206,6947,0.1,72,3.8,2.2,353
1207,6948,0.0,55,4.7,2.6,79
1208,6949,0.0,38,3.8,1.8,27
1209,6950,-999.0,-999,-999.0,-999.0,-999
1210,6951,0.1,136,5.0,1.3,149
1211,6952,0.3,131,5.3,1.3,242
1212,6953,0.4,135,5.3,2.1,285
1213,6954,-999.0,-999,-999.0,-999.0,-999
1214,6955,0.3,117,5.1,1.6,76
1215,6956,0.4,118,5.0,1.3,23
1216,6957,0.4,120,5.2,2.0,347
1217,6958,-999.0,-999,-999.0,-999.0,-999
1218,6959,0.4,89,5.0,1.8,69
1219,6960,0.4,91,4.8,2.2,37
1220,6961,0.4,98,4.8,2.8,23
1221,6962,-999.0,-999,-999.0,-999.0,-999
1222,6963,0.4,67,5.2,3.1,54
1223,6964,0.4,68,5.1,3.2,47
1224,6965,0.5,74,4.9,3.3,43
1225,6966,0.4,56,5.2,3.7,47
1226,6967,0.5,54,5.2,4.1,44
1227,6968,0.5,57,5.1,4.1,53
1228,6969,-999.0,-999,-999.0,-999.0,-999
1229,6970,0.5,47,5.1,4.2,41
1230,6971,0.5,46,5.1,4.4,50
1231,6972,0.5,37,4.0,5.4,46
1232,6973,0.6,38,4.1,5.8,50
1233,6974,0.3,41,4.7,4.9,36
1234,6975,0.3,40,5.1,4.6,39
1235,6976,0.4,41,5.6,5.0,42
1236,6977,0.2,46,5.7,4.0,342
1237,6978,0.3,42,5.7,3.4,325
1238,7349,-999.0,-999,-999.0,-999.0,-999
1239,7359,0.3,0,5.2,5.2,51
1240,7360,-999.0,-999,-999.0,-999.0,-999
1241,7361,-999.0,-999,-999.0,-999.0,-999
1242,7363,0.8,355,5.5,4.9,80
1243,7366,0.8,2,5.8,4.6,71
1244,7367,0.5,21,6.6,2.9,55
1245,7368,0.3,352,7.6,3.2,43
1246,7370,0.9,1,6.4,4.1,57
1247,7372,0.2,246,5.1,3.2,55
1248,7373,0.0,194,2.8,1.3,144
1249,7377,0.2,242,3.8,3.5,215
1250,7378,0.1,255,2.8,3.3,205
1251,7382,0.4,261,4.0,2.8,250
1252,7383,0.0,-999,2.7,1.6,219
1253,7388,0.0,178,12.6,2.0,265
1254,7413,-999.0,-999,-999.0,-999.0,-999
1255,7414,0.6,186,7.2,1.3,153
1256,7415,0.7,154,12.3,3.6,48
1257,7420,0.0,137,10.3,0.2,182
1258,7421,0.0,222,4.8,0.5,310
1259,7422,0.7,150,10.2,5.1,218
1260,7426,0.9,196,7.8,3.9,260
1261,7432,0.6,127,9.9,3.8,34
1262,7432,1.1,196,6.6,6.4,112
1263,7433,1.2,209,6.6,6.2,81
1264,7434,0.6,207,6.8,3.6,72
1265,7435,0.5,144,11.7,7.0,12
1266,7436,0.3,198,7.1,5.1,9
1267,7437,0.0,202,5.0,5.7,18
1268,7472,0.6,273,4.7,4.9,262
1269,7473,0.0,186,4.4,3.9,276
1270,7474,0.7,111,10.1,5.8,227
1271,7904,0.5,317,6.0,2.1,335
1272,7922,0.5,17,5.9,5.1,57
1273,7923,-999.0,-999,-999.0,-999.0,-999
1274,8101,0.1,75,5.1,2.5,211
1275,8102,0.2,51,7.1,3.2,230
1276,8103,0.3,42,7.0,4.0,225
1277,8104,0.3,37,6.6,3.9,215
1278,8105,0.4,33,6.4,2.7,214
1279,8106,0.4,30,6.3,1.2,227
1280,8107,0.4,27,6.1,0.1,357
1281,8108,0.4,23,6.1,1.2,22
1282,8109,0.4,20,6.1,2.1,23
1283,8110,0.4,15,5.8,2.8,33
1284,8111,0.4,9,6.0,3.5,39
1285,8112,0.4,3,6.0,4.7,36
1286,8113,0.2,46,6.5,4.2,209
1287,8114,0.3,43,6.3,4.5,215
1288,8115,0.3,37,6.1,4.2,214
1289,8116,0.4,33,5.9,3.4,220
1290,8117,0.4,30,5.8,2.5,224
1291,8118,0.4,25,5.7,1.5,223
1292,8119,0.4,21,5.8,0.5,277
1293,8120,0.4,16,5.6,0.8,9
1294,8121,0.4,10,5.7,1.6,30
1295,8122,0.4,3,5.7,2.6,45
1296,8123,0.2,52,5.9,4.0,208
1297,8124,0.3,46,5.7,4.8,220
1298,8125,0.3,37,5.6,5.2,218
1299,8126,0.3,32,5.6,4.7,224
1300,8127,0.3,28,5.4,4.0,223
1301,8128,0.4,23,5.6,2.8,222
1302,8129,0.4,18,5.6,1.8,235
1303,8130,0.4,10,5.5,0.6,277
1304,8131,0.4,2,5.5,0.8,18
1305,8132,0.2,67,5.1,5.0,210
1306,8133,0.4,160,4.0,6.1,219
1307,8134,0.4,212,4.3,6.1,222
1308,8135,0.4,9,4.8,5.5,224
1309,8136,0.3,15,5.2,4.7,223
1310,8137,0.3,19,5.3,3.8,229
1311,8138,0.3,11,5.2,2.5,234
1312,8139,0.3,1,5.2,1.4,254
1313,8140,0.4,188,3.0,5.0,207
1314,8141,0.5,202,3.3,5.2,219
1315,8142,0.5,209,3.5,5.2,228
1316,8143,0.5,231,3.6,5.5,228
1317,8144,0.5,278,4.2,5.3,226
1318,8145,0.3,349,4.8,4.3,229
1319,8146,0.3,1,4.9,3.1,236
1320,8147,0.3,179,3.5,2.8,200
1321,8148,0.4,182,3.6,5.3,223
1322,8149,0.5,205,3.7,5.9,232
1323,8150,0.6,225,3.8,5.7,231
1324,8151,0.5,247,3.8,5.4,227
1325,8152,0.4,292,4.3,4.9,229
1326,8300,-999.0,-999,-999.0,-999.0,-999
1327,8301,0.0,198,4.5,4.7,213
1328,8302,0.0,190,6.5,3.9,231
1329,8303,0.0,163,6.6,4.5,195
1330,8304,0.1,172,6.6,4.4,212
