,해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
54,55,0.8,100,6.3,1.2,64
55,56,0.8,105,6.3,2.6,44
56,57,0.9,110,6.3,4.0,50
57,58,0.9,113,6.3,4.9,49
58,59,0.8,113,6.1,5.0,44
59,60,0.9,117,6.0,5.1,41
60,61,0.9,123,5.9,5.3,42
61,62,0.8,89,6.3,1.0,16
62,63,0.9,91,6.3,3.1,36
63,64,0.9,96,6.2,4.7,43
64,65,0.9,98,6.2,5.1,42
65,66,0.9,98,6.2,5.1,41
66,67,1.0,101,6.1,5.4,40
67,68,1.1,103,6.0,5.5,35
68,69,1.0,80,6.6,4.2,22
69,70,1.1,83,6.7,4.9,41
70,71,1.1,85,6.4,5.6,43
71,72,1.1,89,6.3,6.0,36
72,73,1.2,83,6.2,6.5,34
73,74,1.3,80,6.2,6.8,36
74,75,-999.0,-999,-999.0,-999.0,-999
75,76,1.3,71,6.8,6.8,38
76,77,1.3,71,6.6,7.1,37
77,78,1.4,70,6.4,7.2,36
78,79,1.4,68,6.3,7.2,35
79,80,1.4,65,6.3,7.5,39
80,81,1.3,63,6.9,7.6,35
81,82,1.5,60,6.9,8.0,38
82,83,1.6,59,6.7,8.4,38
83,84,1.6,57,6.5,8.7,37
84,85,1.6,54,6.4,8.6,36
85,86,1.6,51,6.4,8.7,39
86,87,1.6,53,6.9,8.6,38
87,88,1.7,50,6.8,9.0,42
88,89,1.7,47,6.7,8.9,41
89,90,1.7,43,6.6,8.7,42
90,91,1.7,39,6.5,8.6,45
91,92,1.5,55,7.3,8.6,34
92,93,1.7,45,7.2,8.7,42
93,94,1.7,41,7.0,8.9,43
94,95,1.7,36,6.9,8.9,43
95,96,1.7,31,6.8,8.6,45
96,97,0.6,86,3.7,6.8,63
97,98,0.8,90,3.9,6.9,48
98,99,1.2,65,5.3,8.1,45
99,100,1.6,37,7.4,8.0,45
100,101,1.6,34,7.5,7.6,42
101,102,1.7,27,7.4,7.6,42
102,103,1.7,17,7.3,7.1,45
103,104,1.0,98,4.9,6.2,74
104,105,1.3,67,5.3,7.2,64
105,106,1.4,26,6.2,7.5,52
106,107,1.1,306,6.5,6.3,44
107,108,1.6,9,7.6,5.9,39
108,109,1.6,0,7.6,5.0,36
109,110,0.8,211,5.2,1.2,332
110,111,1.1,237,5.6,3.2,68
111,112,1.2,274,5.8,4.3,67
112,113,0.9,232,5.4,2.8,338
113,114,1.0,238,5.7,1.1,13
114,115,1.1,244,5.5,1.9,1
115,116,0.3,164,6.2,4.5,94
116,117,0.4,175,6.2,6.1,112
117,118,0.4,184,6.2,6.0,110
118,119,0.3,159,6.0,3.9,74
119,120,0.4,166,6.1,5.6,86
120,121,0.5,173,6.2,6.1,100
121,122,0.5,183,6.1,5.9,103
122,123,0.3,195,6.2,5.8,102
123,124,0.1,216,6.2,4.9,100
124,125,0.3,142,5.9,3.5,80
125,126,0.4,161,6.0,4.8,69
126,127,0.5,167,6.0,5.5,66
127,128,0.5,173,6.0,4.9,94
128,129,0.6,175,6.0,5.7,100
129,130,0.3,200,5.9,5.6,90
130,131,0.2,91,4.0,1.5,58
131,132,0.3,116,5.0,3.1,78
132,133,0.5,153,5.9,4.5,60
133,134,0.5,164,5.8,4.6,59
134,135,0.6,171,5.8,3.5,95
135,136,0.6,181,5.9,4.5,114
136,137,0.3,200,5.9,4.0,111
137,138,0.2,65,4.1,1.9,344
138,139,0.3,74,3.9,1.5,40
139,140,0.4,136,5.6,2.2,24
140,141,0.5,162,5.8,3.8,47
141,142,0.6,167,5.8,3.6,82
142,143,0.6,176,5.8,4.7,98
143,144,0.6,173,5.8,5.6,101
144,145,0.6,162,5.8,6.3,100
145,146,0.5,131,5.4,6.0,95
146,147,0.5,136,5.5,3.5,345
147,148,0.6,154,5.7,3.4,8
148,149,0.6,160,5.7,3.3,67
149,150,0.6,167,5.7,4.9,80
150,151,0.7,150,5.7,5.3,92
151,152,0.7,136,5.7,6.6,97
152,153,0.6,134,5.7,6.9,95
153,154,0.2,276,4.7,6.1,85
154,155,0.4,149,5.6,1.9,355
155,156,0.5,148,5.6,2.3,355
156,157,0.6,139,5.6,3.8,350
157,158,0.6,142,5.6,4.0,350
158,159,0.7,146,5.6,2.5,30
159,160,0.7,160,5.6,4.1,60
160,161,0.7,155,5.6,5.0,83
161,162,0.8,121,5.4,6.8,89
162,163,0.6,135,5.4,6.9,90
163,164,0.3,217,5.3,5.7,94
164,165,0.6,125,5.4,2.6,31
165,166,0.6,124,5.5,3.3,357
166,167,0.6,126,5.5,3.7,351
167,168,0.7,130,5.4,3.4,351
168,169,0.7,130,5.4,2.6,5
169,170,0.7,151,5.4,3.1,20
170,171,0.7,197,5.4,2.3,57
171,172,0.7,221,5.4,3.4,93
172,173,0.6,220,5.4,4.1,110
173,174,0.3,228,5.3,4.2,106
174,175,0.7,98,5.2,2.6,35
175,176,0.7,100,5.1,2.2,0
176,177,0.7,103,5.2,2.2,353
177,178,0.7,106,5.2,3.0,346
178,179,0.7,107,5.2,2.5,349
179,180,0.7,194,5.2,1.3,339
180,181,0.7,252,5.2,0.8,262
181,182,0.7,254,5.3,1.1,226
182,183,0.6,254,5.2,1.8,158
183,184,0.4,267,4.9,2.6,137
184,185,0.7,77,5.3,3.5,29
185,186,0.7,76,5.2,3.7,2
186,187,0.7,74,5.1,2.9,358
187,188,0.8,67,5.1,2.5,349
188,189,0.8,41,5.1,2.0,334
189,190,0.8,321,5.1,1.4,290
190,191,0.8,284,5.1,2.7,250
191,192,0.7,285,5.1,2.3,232
192,193,0.6,295,4.9,1.9,218
193,194,0.2,305,4.5,2.0,179
194,195,0.7,63,5.5,4.5,25
195,196,0.8,61,5.4,5.0,8
196,197,0.8,55,5.3,4.4,8
197,198,0.8,42,5.2,4.0,14
198,199,0.8,15,5.2,3.7,5
199,200,0.8,332,5.2,3.3,345
200,201,0.8,299,5.1,3.2,309
201,202,0.7,295,5.1,1.1,245
202,203,0.5,290,5.1,1.1,196
203,204,0.0,271,4.7,0.7,252
204,205,0.8,42,5.5,5.5,22
205,206,0.8,27,5.4,4.8,21
206,207,0.8,6,5.3,4.4,11
207,208,0.8,338,5.3,3.8,355
208,209,0.8,311,5.3,2.9,338
209,210,0.7,276,5.2,1.6,322
210,211,0.6,239,5.2,1.0,45
211,212,0.4,217,5.1,2.0,324
212,213,0.2,199,4.9,2.5,314
213,214,0.5,147,4.4,1.9,59
214,215,0.8,33,5.6,4.3,39
215,216,0.9,20,5.6,4.2,25
216,217,0.9,3,5.5,4.0,12
217,218,0.9,342,5.4,3.9,5
218,219,0.8,319,5.4,3.6,354
219,220,0.8,270,5.2,2.9,356
220,221,0.7,240,5.0,2.2,6
221,222,0.5,238,5.1,1.7,17
222,223,0.3,242,4.9,2.8,310
223,224,0.5,204,4.9,3.8,314
224,225,0.8,27,5.7,2.3,43
225,226,0.8,15,5.7,2.5,25
226,227,0.8,1,5.5,2.6,9
227,228,0.8,344,5.4,3.0,1
228,229,0.8,321,5.3,3.7,352
229,230,0.7,283,5.0,3.5,351
230,231,0.7,242,4.9,3.5,18
231,232,0.6,229,4.9,2.4,3
232,233,0.7,216,5.1,2.4,25
233,234,0.8,227,5.2,3.4,1
234,235,0.8,24,5.7,0.5,33
235,236,0.8,12,5.7,1.3,352
236,237,0.8,357,5.6,2.0,344
237,238,0.7,340,5.4,2.7,347
238,239,0.7,303,5.5,3.4,2
239,240,0.7,252,5.3,4.2,21
240,241,0.6,229,4.8,4.3,28
241,242,0.7,228,4.8,3.6,23
242,243,0.8,231,5.0,3.9,49
243,244,0.9,237,5.2,3.7,38
244,245,0.7,23,5.7,0.7,251
245,246,0.7,14,5.7,1.2,289
246,247,0.7,14,5.8,1.6,321
247,248,0.6,298,6.1,2.4,327
248,249,0.6,210,6.2,2.3,338
249,250,0.6,211,4.7,2.0,4
250,251,0.6,220,4.6,2.1,28
251,252,0.8,231,4.7,2.1,1
252,253,0.9,242,4.9,1.8,272
253,254,1.0,250,5.2,5.8,251
254,258,0.9,105,10.1,5.8,213
255,259,1.0,111,10.0,6.2,214
256,260,1.0,114,10.0,6.3,213
257,261,1.0,115,10.0,6.2,215
258,262,1.0,116,9.9,6.2,217
259,263,1.0,115,9.8,6.1,218
260,264,0.9,107,10.0,5.7,203
261,265,0.9,108,10.0,5.7,203
262,266,1.0,108,10.0,5.5,204
263,267,1.0,108,9.9,5.5,207
264,268,1.0,108,9.9,5.4,208
265,269,1.0,109,9.8,5.2,209
266,270,0.9,105,10.0,5.1,193
267,271,0.9,105,10.0,4.9,194
268,272,0.9,105,10.0,4.7,193
269,273,0.9,105,9.9,4.6,195
270,274,0.9,106,9.9,4.4,196
271,275,0.9,107,9.8,4.4,196
272,276,0.9,103,10.0,4.8,179
273,277,0.9,105,10.0,4.6,178
274,278,0.9,105,9.9,4.3,177
275,279,0.9,107,9.9,4.1,179
276,280,1.0,109,9.8,4.0,182
277,281,1.0,110,9.7,4.0,180
278,282,1.0,104,10.0,4.7,163
279,283,1.0,106,9.9,4.2,162
280,284,1.0,108,9.9,3.8,162
281,285,1.0,109,9.9,3.7,161
282,286,1.0,111,9.8,3.7,160
283,287,1.0,112,9.6,3.6,157
284,288,1.0,106,10.0,4.0,145
285,289,1.0,108,9.9,3.6,144
286,290,1.0,110,9.9,3.4,143
287,291,1.1,111,9.8,3.5,137
288,292,1.1,112,9.8,3.3,135
289,293,1.1,113,9.7,3.2,132
290,294,1.1,108,10.0,3.9,135
291,295,1.1,109,9.9,3.7,132
292,296,1.1,110,9.9,3.5,133
293,297,1.1,111,9.9,3.6,128
294,298,1.2,112,9.8,3.6,122
295,299,1.2,112,9.7,3.6,114
296,302,0.0,195,3.9,1.9,296
297,303,0.0,196,4.0,2.2,325
298,304,0.1,153,5.3,1.7,298
299,305,0.1,78,6.0,0.3,238
300,306,0.1,121,7.2,0.4,275
301,307,0.1,79,7.4,1.1,304
302,308,0.2,54,6.5,1.9,275
303,309,0.3,39,6.5,1.9,241
304,310,0.1,57,7.3,0.6,77
305,311,0.2,47,6.7,0.5,79
306,312,0.3,31,6.8,0.5,90
307,313,0.5,22,6.7,0.5,113
308,314,0.2,44,6.9,1.8,62
309,315,0.3,39,7.1,2.0,75
310,316,0.4,36,7.0,1.6,70
311,317,0.4,35,6.7,1.6,77
312,318,0.3,42,7.5,2.7,70
313,319,0.4,39,7.2,2.6,71
314,320,0.4,36,7.1,2.1,62
315,321,0.4,33,7.2,2.1,52
316,322,0.4,60,7.7,2.5,64
317,323,0.4,51,7.4,2.3,56
318,324,0.4,40,7.2,2.7,54
319,325,0.5,32,7.5,3.0,59
320,326,0.5,113,6.9,3.4,41
321,327,0.5,105,7.1,3.7,41
322,328,0.5,76,7.7,3.6,49
323,329,0.5,44,7.8,3.9,60
324,330,0.6,129,5.8,4.5,35
325,331,0.6,125,5.6,4.8,47
326,332,0.6,103,7.4,4.3,52
327,333,0.6,67,8.1,4.5,55
328,334,0.8,130,5.9,4.6,43
329,335,0.8,122,5.6,4.9,47
330,336,0.8,104,7.6,4.6,44
331,337,0.7,73,8.4,4.9,46
332,338,0.9,122,5.8,5.2,39
333,339,0.9,117,5.6,5.1,34
334,340,0.9,103,5.5,5.2,34
335,341,0.9,77,6.7,5.7,38
336,342,1.1,98,5.9,5.7,33
337,343,1.1,89,5.7,5.7,36
338,344,1.1,76,5.4,5.9,40
339,345,1.2,61,5.2,6.4,37
340,346,1.3,76,6.1,6.6,40
341,347,1.3,68,6.0,6.6,43
342,348,1.4,57,5.8,6.6,38
343,349,1.4,47,5.7,6.9,39
344,350,1.5,60,6.3,7.8,40
345,351,1.5,54,6.3,7.8,36
346,352,1.5,46,6.2,7.6,38
347,353,1.5,40,6.1,7.5,44
348,354,1.6,44,6.4,8.6,40
349,355,1.5,29,6.4,8.0,41
350,356,1.2,33,6.4,7.8,41
351,357,1.5,31,6.4,7.6,41
352,358,1.6,29,6.4,8.0,44
353,359,1.4,14,6.3,6.8,46
354,360,1.3,28,6.6,6.2,44
355,361,1.5,20,6.6,6.4,42
356,362,1.7,25,6.7,8.1,46
357,363,1.5,10,6.5,6.4,50
358,365,1.5,9,7.0,6.2,56
359,366,1.5,3,6.9,4.7,61
360,367,1.4,344,7.5,3.1,25
361,368,1.2,267,6.1,3.2,64
362,369,1.2,312,7.0,0.9,208
363,370,1.2,340,7.8,3.9,250
364,371,1.2,247,5.8,0.3,170
365,372,0.8,248,4.8,3.5,222
366,374,1.2,250,5.7,1.9,275
367,375,1.1,255,5.5,4.7,251
368,376,0.8,235,4.4,5.3,250
369,377,0.8,244,4.6,5.2,241
370,378,1.2,258,5.6,7.0,251
371,379,1.2,263,5.7,6.5,249
372,380,1.1,266,5.8,6.2,246
373,381,1.1,267,5.7,5.8,243
374,382,0.9,269,5.6,5.2,241
375,384,0.2,235,3.3,4.5,266
376,385,0.2,245,2.8,6.3,272
377,386,0.5,261,3.4,8.1,264
378,387,0.5,239,3.3,6.0,254
379,388,0.1,137,9.6,1.7,230
380,389,0.7,186,7.2,1.5,249
381,390,1.3,208,6.3,3.3,259
382,391,0.0,210,2.7,4.9,204
383,392,0.2,232,2.9,5.0,211
384,393,0.2,264,2.9,3.9,243
385,394,0.4,271,3.3,4.9,263
386,395,0.2,231,6.9,5.4,264
387,396,0.3,192,6.6,3.6,283
388,397,0.4,210,5.2,3.4,253
389,398,0.9,167,8.6,3.3,222
390,399,1.3,197,5.9,5.6,244
391,400,1.6,214,6.1,6.5,248
392,401,0.8,52,5.7,7.6,20
393,402,0.8,51,5.6,6.3,24
394,403,0.7,45,5.7,5.6,41
395,404,0.8,43,5.7,5.0,47
396,405,0.6,43,5.7,2.8,96
397,406,0.8,38,5.7,2.6,67
398,407,0.7,35,5.7,1.2,108
399,408,0.6,33,5.7,0.8,164
400,409,1.8,228,6.3,7.6,251
401,410,0.2,225,2.8,4.6,246
402,411,0.0,273,5.1,3.1,253
403,412,0.2,248,4.0,2.2,216
404,413,0.1,215,4.7,2.8,175
405,414,0.0,221,4.5,2.4,151
406,415,1.1,193,5.9,3.8,250
407,416,1.2,213,5.9,5.1,253
408,417,1.3,195,6.8,7.5,240
409,418,1.7,223,5.9,10.0,247
410,419,1.9,234,6.1,10.1,249
411,420,2.0,241,6.3,9.8,248
412,421,0.3,178,5.6,0.3,163
413,422,1.1,187,5.7,3.4,248
414,423,1.3,204,6.0,6.3,252
415,424,1.6,217,6.0,8.1,253
416,425,1.7,226,6.0,8.8,251
417,426,1.7,232,6.0,9.1,245
418,427,1.8,236,6.0,9.6,245
419,428,1.8,239,5.9,10.0,245
420,429,1.9,242,6.0,10.2,244
421,430,1.9,246,6.2,10.3,241
422,432,0.8,163,7.7,2.6,245
423,433,0.9,181,6.3,3.7,238
424,434,1.2,182,6.7,5.6,234
425,435,1.4,208,5.6,7.0,244
426,436,1.6,225,5.8,7.8,251
427,437,1.7,235,6.1,8.6,253
428,438,1.8,240,6.1,9.4,251
429,439,1.8,244,5.9,9.7,250
430,440,1.8,247,5.9,9.6,248
431,441,1.7,247,5.9,9.3,245
432,442,1.7,248,5.9,9.5,243
433,443,1.8,251,6.0,9.6,241
434,444,0.8,127,10.1,6.1,230
435,445,1.1,176,9.8,7.8,236
436,446,1.3,206,5.5,7.8,236
437,447,1.4,220,5.2,7.9,239
438,448,1.5,230,5.5,8.2,244
439,449,1.6,241,5.8,8.8,248
440,450,1.7,249,6.0,9.3,250
441,451,1.7,252,6.0,9.5,249
442,452,1.7,251,5.8,9.4,244
443,453,1.6,252,5.8,9.2,240
444,454,1.6,252,5.8,8.8,238
445,455,1.6,255,5.8,8.6,236
446,456,1.6,257,5.8,8.6,236
447,457,0.5,46,5.8,1.2,146
448,458,0.6,46,5.9,1.4,184
449,459,0.6,74,6.3,2.0,224
450,460,0.6,137,6.7,3.3,239
451,461,0.6,175,6.4,4.7,249
452,462,0.6,195,4.6,5.7,249
453,463,0.6,212,4.2,6.2,243
454,464,0.7,229,4.3,7.0,240
455,465,0.8,243,4.6,7.2,240
456,466,0.9,252,4.8,7.0,238
457,467,0.9,259,5.1,6.8,239
458,468,1.0,266,5.3,6.7,240
459,469,1.0,271,5.4,6.3,239
460,470,0.9,274,5.4,5.8,235
461,471,0.9,280,5.4,5.5,232
462,472,0.6,280,5.4,4.8,231
463,474,0.8,116,10.1,6.2,231
464,475,1.0,160,10.1,8.3,238
465,476,1.2,210,8.8,8.3,238
466,477,1.4,236,7.1,8.5,241
467,478,1.5,248,6.2,8.9,245
468,479,1.5,258,5.8,8.9,247
469,480,1.5,264,5.9,8.6,245
470,481,1.5,261,6.8,8.4,241
471,482,1.4,258,7.2,8.4,236
472,483,1.4,258,7.8,8.4,235
473,484,1.4,257,7.8,8.2,235
474,485,1.4,260,8.3,8.0,235
475,486,1.3,264,8.4,8.0,236
476,487,0.3,81,8.3,3.0,165
477,488,0.4,91,7.5,4.1,197
478,489,0.5,135,8.1,5.1,220
479,490,0.6,164,8.3,5.8,233
480,491,0.6,184,8.0,6.2,236
481,492,0.6,198,6.3,6.5,235
482,493,0.6,213,4.7,6.6,233
483,494,0.7,229,4.0,6.7,233
484,495,0.7,241,4.3,6.7,235
485,496,0.7,251,4.6,6.4,235
486,497,0.7,259,4.7,6.2,236
487,498,0.7,269,4.9,6.0,233
488,499,0.7,277,5.1,5.6,228
489,500,0.6,287,5.2,5.1,222
490,501,0.6,296,5.4,4.5,217
491,502,0.5,308,5.8,4.1,220
492,503,0.3,321,7.2,3.6,228
493,504,0.2,141,7.9,3.1,247
494,505,0.7,103,10.0,4.6,247
495,506,0.9,113,10.1,6.2,250
496,507,1.0,120,10.1,6.8,251
497,508,1.0,131,10.1,7.2,255
498,509,1.1,310,10.1,7.5,258
499,510,1.2,310,10.1,7.2,256
500,511,1.2,306,10.1,6.9,253
501,512,1.2,303,10.0,7.1,246
502,513,1.2,255,10.0,7.6,240
503,514,1.2,169,10.0,7.4,237
504,515,1.1,138,9.9,7.2,235
505,516,1.1,126,9.9,7.1,236
506,517,1.1,114,9.8,7.1,236
507,518,1.1,93,9.8,7.1,235
508,519,0.3,171,3.9,5.2,185
509,520,0.4,138,7.7,5.2,199
510,521,0.6,149,9.1,4.8,217
511,522,0.5,158,9.1,5.0,225
512,523,0.5,166,9.1,5.4,228
513,524,0.5,177,9.1,5.7,228
514,525,0.5,185,9.1,5.7,229
515,526,0.6,197,8.5,5.7,231
516,527,0.6,210,8.3,5.7,232
517,528,0.6,217,8.4,5.4,229
518,529,0.5,208,8.4,5.4,227
519,530,0.5,149,8.6,5.0,221
520,531,0.4,128,9.3,4.4,211
521,532,0.4,113,9.4,3.8,211
522,533,0.5,90,7.9,3.2,219
523,534,0.4,95,9.4,2.9,228
524,535,0.3,82,10.2,3.2,248
525,536,0.3,103,9.6,4.1,262
526,537,0.8,96,10.1,4.6,267
527,538,0.8,93,10.1,5.3,273
528,539,0.8,92,10.1,5.7,277
529,540,0.9,88,10.1,6.0,274
530,541,0.9,85,10.1,5.8,270
531,542,0.9,82,10.1,5.6,264
532,543,0.9,84,10.1,5.7,251
533,544,0.9,91,10.0,6.3,242
534,545,0.9,94,10.0,6.4,238
535,546,0.9,95,10.0,6.4,236
536,547,0.9,96,9.9,6.2,235
537,548,0.9,96,9.9,6.3,234
538,549,0.9,96,9.8,6.4,230
539,550,0.9,95,9.8,6.6,229
540,551,0.2,142,5.9,5.1,185
541,552,0.5,150,8.7,4.8,207
542,553,0.5,148,9.2,4.6,220
543,554,0.5,149,9.2,4.7,221
544,555,0.5,148,9.2,5.0,220
545,556,0.5,142,9.2,5.2,218
546,557,0.5,137,9.2,5.3,223
547,558,0.5,139,9.2,5.1,225
548,559,0.5,132,9.3,4.8,224
549,560,0.5,116,9.3,4.4,218
550,561,0.4,111,9.4,3.7,214
551,562,0.4,109,9.5,3.3,209
552,563,0.5,109,9.5,3.2,219
553,564,0.5,107,9.6,2.9,229
554,565,0.5,105,9.8,2.7,238
555,566,0.5,109,9.8,2.9,255
556,567,0.5,115,9.2,2.8,268
557,568,0.7,103,10.0,2.3,277
558,569,0.8,95,10.1,3.0,283
559,570,0.8,95,10.1,3.9,284
560,571,0.8,95,10.1,4.4,282
561,572,0.8,94,10.1,4.2,283
562,573,0.8,94,10.1,4.0,274
563,574,0.8,94,10.1,4.1,260
564,575,0.8,94,10.1,4.3,245
565,576,0.8,95,10.0,5.0,236
566,577,0.8,96,10.0,5.8,233
567,578,0.8,96,10.0,6.2,231
568,579,0.8,97,9.9,6.3,230
569,580,0.9,98,9.9,6.2,230
570,581,0.9,100,9.8,6.2,231
571,582,0.9,101,9.8,6.5,233
572,583,0.8,96,10.0,5.7,219
573,584,0.8,96,10.0,5.7,221
574,585,0.8,97,10.0,5.8,223
575,586,0.9,98,9.9,6.0,226
576,587,0.9,105,9.9,6.3,227
577,588,1.0,116,9.8,6.6,227
578,589,0.8,95,10.0,5.6,213
579,590,0.8,96,10.0,5.7,217
580,591,0.9,101,10.0,5.8,219
581,592,0.9,111,9.9,6.1,221
582,593,1.0,119,9.9,6.4,225
583,594,1.0,123,9.8,6.6,228
584,595,0.8,97,10.1,5.7,212
585,596,0.9,103,10.0,5.8,216
586,597,1.0,112,10.0,6.2,221
587,598,1.0,117,10.0,6.4,223
588,599,1.0,119,9.9,6.6,225
589,600,1.0,121,9.8,6.6,225
590,601,0.0,108,2.8,3.7,153
591,602,0.1,127,3.3,4.0,170
592,603,0.0,87,5.8,2.6,165
593,604,0.0,81,8.1,3.7,179
594,605,0.3,160,6.5,5.2,202
595,606,0.6,149,9.3,5.0,214
596,607,0.5,144,9.3,4.8,214
597,608,0.5,137,9.3,4.7,211
598,609,0.5,127,9.3,4.7,209
599,610,0.5,122,9.3,4.8,210
600,615,0.6,153,8.8,5.6,213
601,616,0.6,147,9.3,5.3,218
602,617,0.5,133,9.3,4.6,212
603,618,0.5,121,9.4,4.1,208
604,619,0.5,115,9.4,3.9,206
605,620,0.5,110,9.4,3.7,206
606,624,0.3,133,8.6,4.9,212
607,625,0.6,136,9.3,4.9,220
608,626,0.6,134,9.3,4.6,220
609,627,0.6,121,9.3,4.1,215
610,628,0.5,114,9.4,3.3,204
611,629,0.5,110,9.4,3.0,206
612,630,0.5,104,9.5,2.7,211
613,633,0.2,145,8.0,4.5,218
614,634,0.5,128,9.4,4.6,222
615,635,0.6,126,9.3,4.0,228
616,636,0.6,124,9.3,4.0,222
617,637,0.6,117,9.4,3.4,207
618,638,0.6,113,9.4,2.7,199
619,639,0.5,108,9.5,2.2,195
620,640,0.5,101,9.7,2.1,200
621,642,0.2,131,9.5,3.4,208
622,643,0.4,119,9.5,3.7,213
623,644,0.6,118,9.4,3.9,225
624,645,0.6,118,9.4,3.9,218
625,646,0.6,116,9.4,4.2,206
626,647,0.6,113,9.4,3.6,194
627,648,0.6,111,9.4,2.9,186
628,649,0.6,108,9.5,2.0,184
629,650,0.5,103,9.6,1.9,204
630,651,0.3,126,7.7,1.1,185
631,652,0.5,126,8.8,1.6,201
632,653,0.6,121,9.3,2.6,198
633,654,0.6,118,9.4,3.8,196
634,655,0.6,116,9.4,4.3,192
635,656,0.6,112,9.4,4.2,190
636,657,0.6,110,9.4,3.4,183
637,658,0.6,109,9.4,2.6,180
638,659,0.6,108,9.5,1.7,176
639,660,0.6,107,9.5,1.6,196
640,661,0.4,117,6.8,1.5,3
641,662,0.6,118,8.9,0.7,60
642,663,0.7,117,9.3,3.1,159
643,664,0.7,118,9.4,4.7,166
644,665,0.6,111,9.5,4.4,180
645,666,0.6,106,9.6,3.8,187
646,667,0.6,106,9.5,3.3,181
647,668,0.6,107,9.4,2.7,163
648,669,0.6,109,9.3,1.6,155
649,670,0.6,111,9.3,0.7,207
650,671,0.6,103,7.4,3.6,10
651,672,0.6,103,9.4,1.2,168
652,673,0.6,106,9.5,2.8,189
653,674,0.6,113,9.6,3.8,177
654,675,0.6,110,9.5,4.6,171
655,676,0.6,103,9.4,3.8,183
656,677,0.6,103,9.3,3.1,183
657,678,0.6,105,9.2,2.6,156
658,679,0.6,107,9.1,1.6,123
659,680,0.6,110,9.0,0.5,54
660,681,0.6,88,9.8,2.3,7
661,682,0.5,90,9.7,3.0,198
662,683,0.5,95,9.6,3.6,213
663,684,0.6,105,9.5,2.5,204
664,685,0.6,105,9.4,3.6,169
665,686,0.6,101,9.3,2.6,176
666,687,0.6,102,9.3,2.6,185
667,688,0.6,101,9.3,1.9,172
668,689,0.6,103,9.3,1.5,133
669,690,0.7,106,9.2,1.3,77
670,691,0.4,73,10.4,1.0,284
671,692,0.3,71,10.4,4.3,212
672,693,0.3,71,10.3,3.8,221
673,694,0.5,92,9.6,1.3,186
674,695,0.6,98,9.6,2.8,183
675,696,0.5,96,9.6,2.2,176
676,697,0.6,95,9.6,1.8,191
677,698,0.6,98,9.5,1.9,172
678,699,0.6,99,9.5,1.7,148
679,700,0.6,97,9.5,2.0,93
680,701,0.5,117,9.3,4.7,213
681,702,0.5,112,9.3,4.0,213
682,703,0.5,108,9.3,3.6,204
683,704,0.5,106,9.4,3.1,202
684,705,0.5,103,9.5,2.4,213
685,706,0.5,102,9.7,2.5,226
686,707,0.5,102,9.8,2.6,231
687,708,0.5,104,9.8,2.4,238
688,709,0.5,104,9.9,1.9,249
689,710,0.6,99,10.0,1.8,255
690,711,0.5,106,9.4,3.1,215
691,712,0.5,103,9.4,2.2,213
692,713,0.5,101,9.4,2.3,203
693,714,0.5,100,9.5,2.0,224
694,715,0.5,97,9.5,2.2,232
