,해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
695,716,0.5,94,9.7,2.0,234
696,717,0.6,92,9.9,1.1,231
697,718,0.6,91,10.0,0.6,290
698,719,0.7,93,10.1,1.0,336
699,720,0.8,94,10.1,1.0,341
700,721,0.5,99,9.6,2.0,220
701,722,0.5,97,9.6,1.9,218
702,723,0.5,95,9.6,1.9,227
703,724,0.6,94,9.7,1.4,238
704,725,0.6,92,9.8,0.6,271
705,726,0.6,89,9.9,0.9,19
706,727,0.6,85,10.1,1.8,8
707,728,0.6,81,10.2,2.1,14
708,729,0.7,81,10.2,1.7,32
709,730,0.7,88,10.1,0.9,51
710,731,0.5,95,9.8,1.9,208
711,732,0.5,91,9.9,1.1,217
712,733,0.5,90,10.0,1.2,245
713,734,0.6,90,10.0,1.2,303
714,735,0.6,90,10.1,1.8,20
715,736,0.5,88,10.1,2.8,30
716,737,0.5,89,10.1,2.5,40
717,738,0.4,95,10.0,1.6,74
718,739,0.4,97,9.6,1.1,103
719,740,0.7,96,10.0,1.2,153
720,741,0.5,97,9.8,1.3,213
721,742,0.5,90,9.9,0.8,230
722,743,0.5,87,10.0,1.5,303
723,744,0.5,87,10.0,2.0,348
724,745,0.5,91,9.9,2.3,33
725,746,0.5,99,9.7,2.3,73
726,747,0.5,101,9.7,2.1,104
727,748,0.5,105,9.6,1.9,130
728,749,0.8,93,10.0,2.0,150
729,750,0.8,91,10.1,2.3,156
730,751,0.5,104,9.6,1.4,223
731,752,0.5,97,9.8,1.1,249
732,753,0.4,89,9.9,1.5,307
733,754,0.4,85,9.9,1.9,350
734,755,0.4,86,9.9,1.3,79
735,756,0.4,90,9.8,2.2,140
736,757,0.6,99,9.8,2.2,142
737,758,0.8,93,10.0,2.6,152
738,759,0.8,91,10.1,2.7,153
739,760,0.8,90,10.1,2.6,148
740,761,0.6,112,9.3,0.9,264
741,762,0.5,113,9.3,1.1,265
742,763,0.4,111,9.5,1.6,301
743,764,0.3,99,10.0,1.5,338
744,765,0.2,91,10.1,1.1,171
745,766,0.2,80,8.8,2.0,161
746,767,0.6,83,10.1,2.2,161
747,768,0.8,91,10.0,2.7,159
748,769,0.8,90,10.0,2.6,152
749,770,0.8,89,10.1,2.3,142
750,771,0.6,113,8.9,0.9,298
751,772,0.6,116,8.8,0.9,292
752,773,0.5,120,8.7,1.2,294
753,774,0.5,124,8.7,1.2,326
754,775,0.3,132,9.0,1.0,197
755,776,0.4,128,8.5,2.1,180
756,777,0.8,91,10.0,2.5,174
757,778,0.8,90,10.0,2.4,162
758,779,0.8,89,10.0,2.1,155
759,780,0.8,88,10.0,2.0,145
760,781,0.7,108,9.2,0.9,34
761,782,0.7,108,9.2,0.9,6
762,783,0.7,106,9.3,1.2,341
763,784,0.7,102,9.5,1.1,339
764,785,0.8,97,9.7,0.3,185
765,786,0.8,92,9.9,1.6,180
766,787,0.9,91,10.0,2.3,163
767,788,0.8,90,10.0,2.2,155
768,789,0.8,90,10.0,2.0,149
769,790,0.8,89,10.0,2.0,147
770,791,0.7,97,9.5,2.2,56
771,792,0.8,99,9.5,2.0,27
772,793,0.8,96,9.7,1.9,31
773,794,0.8,93,9.8,1.5,59
774,795,0.8,91,9.9,1.5,145
775,796,0.8,91,9.9,2.5,155
776,797,0.8,91,9.9,3.0,147
777,798,0.8,91,9.9,2.9,146
778,799,0.8,91,9.9,2.7,141
779,800,0.8,90,9.9,2.1,140
780,801,0.8,95,10.1,1.8,269
781,802,0.8,95,10.1,2.1,283
782,803,0.8,94,10.1,2.3,282
783,804,0.8,94,10.1,2.4,290
784,805,0.8,94,10.1,2.7,290
785,806,0.8,94,10.1,2.7,283
786,807,0.8,94,10.1,2.7,271
787,808,0.8,95,10.1,2.9,250
788,809,0.8,95,10.1,4.8,227
789,810,0.8,95,10.1,5.7,221
790,811,0.8,94,10.1,0.6,336
791,812,0.8,94,10.1,0.7,304
792,813,0.8,93,10.1,1.1,281
793,814,0.8,93,10.1,1.7,262
794,815,0.8,93,10.1,2.2,256
795,816,0.8,94,10.1,2.1,259
796,817,0.8,95,10.1,2.3,249
797,818,0.9,100,10.1,4.6,222
798,819,0.9,99,10.1,5.9,212
799,820,0.8,95,10.1,5.7,211
800,821,0.8,93,10.1,0.4,167
801,822,0.8,93,10.1,1.1,221
802,823,0.8,93,10.1,1.7,222
803,824,0.8,93,10.1,1.6,226
804,825,0.8,93,10.1,1.4,234
805,826,0.8,94,10.1,2.0,233
806,827,0.9,97,10.1,4.0,222
807,828,0.9,102,10.1,5.5,213
808,829,0.9,98,10.1,5.7,209
809,830,0.8,95,10.1,5.7,210
810,831,0.8,92,10.1,1.5,175
811,832,0.8,92,10.1,1.7,181
812,833,0.8,92,10.1,1.4,183
813,834,0.8,92,10.1,1.1,197
814,835,0.8,92,10.1,1.8,211
815,836,0.8,93,10.1,3.5,213
816,837,0.9,96,10.1,5.0,209
817,838,0.9,97,10.1,5.4,205
818,839,0.8,95,10.1,5.3,206
819,840,0.9,97,10.1,5.4,210
820,841,0.8,91,10.1,2.3,151
821,842,0.8,91,10.1,1.8,144
822,843,0.8,91,10.1,1.3,156
823,844,0.8,91,10.1,1.8,186
824,845,0.8,91,10.1,2.8,195
825,846,0.8,92,10.1,3.9,202
826,847,0.8,92,10.1,4.2,202
827,848,0.8,93,10.1,4.4,202
828,849,0.9,95,10.1,5.0,202
829,850,0.9,102,10.1,5.6,204
830,851,0.8,90,10.1,2.4,143
831,852,0.8,90,10.0,2.2,139
832,853,0.8,90,10.0,2.0,146
833,854,0.8,90,10.0,2.2,168
834,855,0.8,90,10.0,3.0,186
835,856,0.8,90,10.0,3.6,189
836,857,0.8,90,10.0,3.9,189
837,858,0.8,92,10.0,4.6,190
838,859,0.9,98,10.0,5.1,193
839,860,0.9,103,10.0,5.2,193
840,861,0.8,88,10.1,2.0,136
841,862,0.8,88,10.1,1.8,139
842,863,0.8,89,10.0,2.0,155
843,864,0.8,89,10.0,2.4,172
844,865,0.8,89,10.0,3.0,173
845,866,0.8,89,10.0,3.2,171
846,867,0.8,90,10.0,3.8,177
847,868,0.9,93,10.0,4.5,181
848,869,0.9,98,10.0,4.8,182
849,870,0.9,102,10.0,4.9,180
850,871,0.8,87,10.0,2.0,142
851,872,0.8,86,10.1,1.9,148
852,873,0.8,86,10.0,2.0,162
853,874,0.8,88,10.0,2.4,165
854,875,0.8,88,10.0,2.7,154
855,876,0.8,88,10.0,3.0,159
856,877,0.8,91,10.0,3.8,166
857,878,0.9,95,10.0,4.5,168
858,879,0.9,99,10.0,4.9,166
859,880,0.9,102,10.0,4.9,164
860,881,0.8,90,10.0,2.1,143
861,882,0.8,91,10.0,2.1,146
862,883,0.8,89,10.0,2.2,151
863,884,0.8,88,10.0,2.4,139
864,885,0.8,88,10.0,2.7,138
865,886,0.8,88,10.0,3.4,147
866,887,0.9,92,10.0,4.2,151
867,888,0.9,96,10.0,4.6,152
868,889,1.0,100,10.0,4.7,153
869,890,1.0,103,10.0,4.4,152
870,891,0.8,90,10.0,2.1,138
871,892,0.8,88,10.0,2.1,134
872,893,0.8,87,10.0,2.3,124
873,894,0.8,87,10.0,2.5,118
874,895,0.8,87,10.0,2.8,122
875,896,0.8,89,10.0,3.5,133
876,897,0.9,93,10.0,3.9,137
877,898,1.0,97,10.0,4.3,141
878,899,1.0,101,10.0,4.4,144
879,900,1.0,105,10.0,4.1,143
880,901,1.5,12,6.5,6.1,35
881,902,1.5,5,6.5,6.8,27
882,903,1.4,357,6.5,5.8,18
883,904,1.2,345,6.4,2.1,297
884,905,1.6,25,6.4,7.9,34
885,906,1.6,19,6.4,8.3,31
886,907,1.6,11,6.3,8.8,34
887,908,1.5,5,6.1,8.3,38
888,909,1.2,356,5.9,6.4,51
889,910,1.5,37,6.0,7.9,44
890,911,1.5,33,5.9,8.2,41
891,912,1.5,28,5.8,8.4,45
892,913,1.4,23,5.7,9.3,47
893,914,1.2,10,5.4,9.5,50
894,915,0.6,349,5.3,6.7,57
895,916,1.4,40,5.5,7.1,51
896,917,1.4,36,5.4,7.7,55
897,918,1.4,36,5.3,8.4,55
898,919,1.3,34,5.3,8.9,56
899,920,1.2,26,5.2,8.9,53
900,921,0.8,8,5.1,7.1,53
901,922,0.6,35,4.1,7.1,47
902,923,0.7,3,5.9,4.9,62
903,924,1.2,49,5.0,7.4,41
904,925,1.2,41,5.0,7.6,52
905,926,1.2,37,4.9,7.7,55
906,927,1.2,36,4.9,7.8,52
907,928,1.2,35,4.7,7.8,48
908,929,1.1,33,4.6,7.7,46
909,930,1.0,25,4.7,6.9,46
910,931,0.8,4,5.6,4.7,52
911,932,0.9,55,5.5,6.2,37
912,933,1.0,44,4.6,6.9,40
913,934,1.0,39,4.6,7.5,45
914,935,1.1,33,4.7,7.7,46
915,936,1.1,29,4.6,7.6,44
916,937,1.1,27,4.4,7.4,46
917,938,1.0,31,4.4,7.3,49
918,939,1.0,27,4.6,6.8,55
919,940,0.7,52,8.0,5.4,45
920,941,0.7,43,7.0,5.9,46
921,942,0.8,38,6.1,6.4,48
922,943,0.9,33,6.9,6.8,46
923,944,0.9,28,7.3,7.0,42
924,945,1.0,24,6.4,7.1,38
925,946,0.9,23,4.7,6.7,39
926,947,0.9,29,4.3,6.4,38
927,948,0.6,49,7.9,4.9,53
928,949,0.7,42,7.7,5.2,50
929,950,0.7,38,7.6,5.8,51
930,951,0.8,33,7.7,6.3,51
931,952,0.8,28,7.7,6.4,47
932,953,0.8,25,7.8,6.4,44
933,954,0.8,23,7.6,6.4,40
934,955,0.8,20,7.2,6.1,35
935,956,0.6,32,7.8,4.1,62
936,957,0.6,28,7.6,4.4,57
937,958,0.6,30,7.4,5.1,51
938,959,0.7,31,7.5,5.5,47
939,960,0.8,28,7.6,5.7,45
940,961,0.8,22,7.6,5.9,39
941,962,0.8,19,7.6,6.1,38
942,963,0.7,14,7.5,5.7,35
943,964,0.5,29,7.6,3.2,72
944,965,0.5,27,7.6,3.3,61
945,966,0.5,25,7.5,3.9,47
946,967,0.5,22,7.5,4.4,34
947,968,0.6,19,7.5,4.6,30
948,969,0.6,18,7.5,4.9,31
949,970,0.6,14,7.5,5.1,30
950,971,0.6,10,7.3,5.0,28
951,972,0.5,30,7.5,2.3,48
952,973,0.5,28,7.5,2.4,51
953,974,0.5,27,7.4,2.7,42
954,975,0.5,24,7.2,3.0,28
955,976,0.6,20,7.1,3.4,21
956,977,0.6,17,7.2,4.0,26
957,978,0.6,14,7.3,4.2,31
958,979,0.6,10,7.1,4.3,32
959,980,0.5,33,7.0,1.8,72
960,981,0.5,30,7.2,1.9,58
961,982,0.5,28,7.1,2.2,44
962,983,0.5,26,7.0,2.4,31
963,984,0.5,23,6.9,2.4,24
964,985,0.6,19,6.9,2.7,26
965,986,0.6,16,7.0,3.2,29
966,987,0.6,12,7.0,3.6,36
967,988,0.4,33,6.7,0.7,114
968,989,0.5,32,6.9,0.8,85
969,990,0.5,30,7.0,0.9,33
970,991,0.5,28,6.9,1.1,22
971,992,0.5,25,6.8,1.4,29
972,993,0.5,21,6.8,1.8,42
973,994,0.6,17,6.9,2.4,43
974,995,0.6,14,6.9,2.7,41
975,996,0.4,38,6.5,1.8,228
976,997,0.4,37,6.5,1.5,218
977,998,0.5,33,6.7,0.3,215
978,999,0.5,30,6.8,0.5,107
979,1000,0.5,28,6.7,0.7,88
980,1001,0.5,24,6.6,1.4,68
981,1002,0.5,19,6.8,2.0,63
982,1003,0.6,15,6.9,2.5,50
983,1004,0.2,50,6.3,0.7,221
984,1005,0.4,41,6.3,2.0,229
985,1006,0.4,37,6.3,2.3,227
986,1007,0.5,33,6.6,0.9,235
987,1008,0.5,30,6.7,0.9,172
988,1009,0.5,27,6.5,1.1,129
989,1010,0.5,22,6.5,1.4,83
990,1011,0.5,18,6.8,2.2,56
991,1237,0.5,13,6.8,2.8,50
992,1238,0.5,8,6.5,3.2,44
993,1239,0.5,1,6.6,3.6,43
994,1240,0.5,355,6.7,3.1,57
995,1247,0.6,11,6.8,3.2,48
996,1248,0.5,4,6.5,3.4,32
997,1249,0.5,355,6.6,4.2,35
998,1250,0.4,335,6.3,2.1,31
999,1261,0.6,9,6.8,3.2,42
1000,1262,0.5,2,6.7,3.6,30
1001,1263,0.4,346,6.8,4.0,26
1002,1264,0.3,313,5.5,2.3,12
1003,1275,0.6,7,6.9,4.0,31
1004,1276,0.5,1,6.8,4.6,29
1005,1277,0.4,342,6.9,4.3,20
1006,1278,0.3,310,5.1,2.4,50
1007,1289,0.6,5,6.9,4.4,28
1008,1290,0.5,358,6.9,4.7,31
1009,1291,0.4,340,6.8,4.4,42
1010,1292,0.3,311,4.7,3.8,61
1011,1303,0.6,5,7.1,5.1,36
1012,1304,0.5,357,7.2,4.6,43
1013,1305,0.4,338,6.5,3.6,57
1014,1306,0.3,312,4.7,2.6,70
1015,1314,0.6,5,7.4,5.3,39
1016,1315,0.5,357,7.5,4.7,49
1017,1316,0.4,337,6.4,4.0,53
1018,1317,0.3,301,4.7,3.6,69
1019,1325,0.8,21,7.5,5.8,36
1020,1326,0.7,33,7.1,5.5,47
1021,1327,0.6,31,5.1,4.9,70
1022,1328,0.3,321,4.7,3.5,79
1023,1336,1.0,44,5.1,6.4,44
1024,1337,0.9,49,4.5,5.8,59
1025,1338,0.7,36,4.3,4.2,76
1026,1339,0.5,357,4.4,4.4,88
1027,1347,0.9,14,6.2,5.6,59
1028,1348,0.5,3,6.1,2.9,82
1029,1349,0.4,344,5.2,2.0,113
1030,1358,0.4,338,6.2,2.7,49
1031,1359,0.3,358,7.2,1.5,81
1032,1368,0.4,340,5.4,2.5,81
1033,1420,1.1,194,7.3,4.3,20
1034,1421,1.1,164,8.8,3.6,9
1035,1432,1.8,237,6.4,8.4,254
1036,1433,1.9,244,6.5,9.1,253
1037,1434,1.8,244,6.5,8.1,253
1038,1435,1.8,237,6.4,8.5,253
1039,1446,2.0,247,6.3,9.8,245
1040,1447,2.0,250,6.4,9.7,244
1041,1448,2.0,253,6.5,10.0,245
1042,1449,2.0,253,6.4,9.8,244
1043,1460,2.0,251,6.3,10.3,239
1044,1461,2.0,254,6.3,10.2,240
1045,1462,2.0,258,6.4,9.9,241
1046,1463,1.9,259,6.5,9.5,244
1047,1474,1.8,255,6.1,9.5,240
1048,1475,1.9,259,6.1,9.4,239
1049,1476,1.9,262,6.2,9.2,240
1050,1477,1.8,265,6.2,9.1,245
1051,1488,1.6,261,5.8,8.8,237
1052,1489,1.7,265,5.9,8.5,238
1053,1490,1.7,269,5.9,8.5,242
1054,1491,1.6,270,5.8,8.4,245
1055,1502,1.4,267,8.8,8.2,237
1056,1503,1.4,276,9.0,7.9,237
1057,1504,1.4,290,9.0,7.7,239
1058,1505,1.3,301,9.3,7.6,241
1059,1516,1.1,76,9.7,7.1,233
1060,1517,1.1,73,9.6,7.1,232
1061,1518,1.1,78,9.6,7.1,233
1062,1519,1.1,84,9.6,7.0,235
1063,1530,0.9,96,9.7,6.8,230
1064,1531,0.9,102,9.7,6.8,232
1065,1532,1.0,112,9.6,6.8,236
1066,1533,1.0,121,9.6,6.9,240
1067,1544,0.9,108,9.7,6.8,233
1068,1545,1.0,119,9.7,7.1,232
1069,1546,1.0,130,9.6,7.2,234
1070,1547,1.1,137,9.6,7.5,238
1071,1558,1.0,124,9.7,6.9,228
1072,1559,1.0,129,9.7,7.1,231
1073,1560,1.1,132,9.7,7.3,235
1074,1561,1.1,137,9.6,7.5,238
1075,1572,1.1,126,9.7,6.9,230
1076,1573,1.1,128,9.7,7.1,232
1077,1574,1.1,127,9.7,7.3,233
1078,1575,1.0,125,9.6,7.2,230
1079,1586,1.0,122,9.8,6.7,226
1080,1587,1.0,122,9.7,6.7,225
1081,1588,1.0,121,9.7,6.6,223
1082,1589,1.0,116,9.7,6.3,220
1083,1600,1.0,115,9.8,6.0,218
1084,1601,1.0,115,9.7,5.9,218
1085,1602,1.0,112,9.7,5.5,216
1086,1603,1.0,107,9.7,5.1,215
1087,1614,1.0,109,9.7,5.0,209
1088,1615,0.9,108,9.7,5.0,209
1089,1616,1.0,109,9.7,4.8,207
1090,1617,1.0,111,9.6,4.4,206
1091,1628,1.0,108,9.7,4.3,196
1092,1629,1.0,109,9.6,4.2,195
1093,1630,1.0,111,9.6,4.2,194
1094,1631,1.0,114,9.5,4.1,190
1095,1642,1.0,111,9.6,4.0,175
1096,1643,1.0,112,9.6,3.9,172
1097,1644,1.0,113,9.5,3.6,170
1098,1645,1.0,115,9.5,3.1,168
1099,1656,1.0,113,9.6,3.4,154
1100,1657,1.0,114,9.5,3.0,150
1101,1658,1.0,114,9.5,2.5,143
1102,1659,1.1,114,9.5,2.1,134
1103,1670,1.1,113,9.6,2.9,128
1104,1671,1.1,114,9.6,2.7,119
1105,1672,1.1,114,9.5,2.7,104
1106,1673,1.1,113,9.5,2.9,92
1107,1684,1.2,112,9.6,3.6,107
1108,1685,1.2,113,9.5,3.6,101
1109,1686,1.2,113,9.5,3.4,92
1110,1687,1.2,113,9.5,3.2,88
1111,5021,-999.0,-999,-999.0,-999.0,-999
1112,5022,0.5,139,6.2,1.8,46
1113,5029,-999.0,-999,-999.0,-999.0,-999
1114,5038,0.1,102,6.4,0.2,328
1115,5047,-999.0,-999,-999.0,-999.0,-999
1116,5055,-999.0,-999,-999.0,-999.0,-999
1117,5087,1.1,65,7.2,7.3,24
1118,5097,-999.0,-999,-999.0,-999.0,-999
1119,5098,-999.0,-999,-999.0,-999.0,-999
1120,5099,0.2,97,4.2,5.1,30
1121,5118,0.1,196,5.7,5.5,99
1122,5124,0.1,207,6.2,4.5,88
1123,5130,0.0,245,5.5,5.0,94
1124,5131,-999.0,-999,-999.0,-999.0,-999
1125,5137,0.1,211,5.8,3.9,104
1126,5138,0.0,173,4.5,2.6,66
1127,5146,0.3,251,5.2,5.4,92
1128,5147,0.0,256,4.8,3.6,85
1129,5154,0.0,255,4.2,4.2,80
1130,5164,-999.0,-999,-999.0,-999.0,-999
1131,5174,0.1,234,5.0,3.8,91
1132,5184,0.1,268,4.6,2.0,108
1133,5213,0.0,-999,2.6,0.5,338
1134,5214,0.1,95,2.8,5.8,70
1135,6003,-999.0,-999,-999.0,-999.0,-999
1136,6005,0.0,150,3.0,2.4,242
1137,6058,-999.0,-999,-999.0,-999.0,-999
1138,6062,-999.0,-999,-999.0,-999.0,-999
1139,6066,-999.0,-999,-999.0,-999.0,-999
1140,6076,-999.0,-999,-999.0,-999.0,-999
1141,6077,-999.0,-999,-999.0,-999.0,-999
1142,6116,0.1,163,6.2,4.4,72
1143,6119,0.2,152,5.9,2.9,68
1144,6137,-999.0,-999,-999.0,-999.0,-999
1145,6138,-999.0,-999,-999.0,-999.0,-999
1146,6139,-999.0,-999,-999.0,-999.0,-999
1147,6154,0.1,112,5.4,1.1,73
1148,6155,0.4,140,5.5,1.9,45
1149,6454,-999.0,-999,-999.0,-999.0,-999
1150,6455,-999.0,-999,-999.0,-999.0,-999
1151,6456,0.0,121,9.1,2.3,124
1152,6457,0.2,89,7.1,1.7,129
1153,6486,-999.0,-999,-999.0,-999.0,-999
1154,6487,0.1,98,9.1,2.6,132
1155,6601,-999.0,-999,-999.0,-999.0,-999
1156,6602,-999.0,-999,-999.0,-999.0,-999
1157,6603,0.0,75,3.3,2.9,229
1158,6604,-999.0,-999,-999.0,-999.0,-999
1159,6605,0.0,141,6.3,3.2,195
1160,6614,-999.0,-999,-999.0,-999.0,-999
1161,6615,0.2,165,3.5,4.4,205
1162,6624,-999.0,-999,-999.0,-999.0,-999
1163,6642,-999.0,-999,-999.0,-999.0,-999
1164,6660,0.0,115,3.8,2.2,332
1165,6670,0.3,102,6.1,3.4,353
1166,6680,0.0,185,4.6,1.0,318
1167,6681,0.4,79,7.0,4.3,1
1168,6690,0.1,133,5.4,1.4,287
1169,6691,0.3,86,5.3,4.1,359
1170,6901,0.0,179,2.7,2.5,201
1171,6902,0.0,189,2.7,2.0,212
1172,6903,0.0,203,2.7,0.7,212
1173,6904,0.0,208,2.9,1.5,138
1174,6905,0.0,157,2.8,2.7,230
1175,6906,0.0,171,2.7,1.8,212
1176,6907,0.0,188,3.6,1.2,247
1177,6908,0.0,211,2.9,1.1,209
1178,6909,0.0,-999,2.7,0.6,170
1179,6910,0.1,124,5.7,2.7,290
1180,6911,0.1,134,4.9,2.8,274
1181,6912,0.0,146,3.9,2.2,253
1182,6913,0.0,162,4.2,1.2,293
1183,6914,0.0,187,7.6,0.8,327
1184,6915,0.0,-999,4.8,0.7,192
1185,6918,0.2,112,5.7,2.6,304
1186,6919,0.2,116,5.4,2.5,291
1187,6920,0.1,126,5.5,1.7,283
1188,6921,0.0,142,6.3,1.2,315
1189,6922,0.0,166,6.1,1.2,4
1190,6923,0.0,150,3.3,0.6,97
1191,6928,0.3,99,5.5,2.2,298
1192,6929,0.2,100,5.3,2.2,296
1193,6930,0.2,102,5.1,1.8,303
1194,6931,0.2,108,4.8,1.4,334
1195,6932,0.2,109,4.6,1.4,1
1196,6933,0.2,119,4.7,1.8,81
1197,6937,0.2,87,5.3,1.6,300
1198,6938,0.2,86,5.2,1.2,323
1199,6939,0.2,84,4.9,1.0,349
1200,6940,0.2,83,4.6,1.2,351
1201,6941,0.3,85,4.3,1.8,359
1202,6943,0.1,71,5.3,0.7,342
1203,6944,0.1,69,5.2,0.6,36
1204,6945,0.1,61,4.7,0.8,94
1205,6946,0.2,76,4.6,0.3,14
1206,6947,0.3,70,4.3,1.9,341
1207,6948,0.1,48,3.7,1.0,196
1208,6949,0.0,32,3.2,1.5,150
1209,6950,-999.0,-999,-999.0,-999.0,-999
1210,6951,0.1,133,5.0,1.8,65
1211,6952,0.4,122,5.3,2.4,58
1212,6953,0.5,124,5.3,2.7,55
1213,6954,-999.0,-999,-999.0,-999.0,-999
1214,6955,0.4,108,5.4,1.6,340
1215,6956,0.5,103,5.3,2.3,59
1216,6957,0.6,98,5.3,3.0,63
1217,6958,-999.0,-999,-999.0,-999.0,-999
1218,6959,0.5,85,5.5,2.9,51
1219,6960,0.6,81,5.5,3.5,46
1220,6961,0.7,77,5.4,3.5,48
1221,6962,-999.0,-999,-999.0,-999.0,-999
1222,6963,0.6,63,5.7,6.0,59
1223,6964,0.7,63,5.6,5.6,57
1224,6965,0.7,61,5.6,4.4,50
1225,6966,0.5,53,5.7,7.0,58
1226,6967,0.7,52,5.7,7.9,48
1227,6968,0.7,50,5.7,8.3,31
1228,6969,-999.0,-999,-999.0,-999.0,-999
1229,6970,0.6,44,5.7,8.0,34
1230,6971,0.6,43,5.7,7.0,33
1231,6972,0.3,29,5.7,4.0,11
1232,6973,0.4,37,5.7,0.7,99
1233,6974,0.2,45,5.8,5.9,189
1234,6975,0.3,46,5.8,4.5,182
1235,6976,0.5,42,5.6,2.5,147
1236,6977,0.2,44,5.7,2.8,186
1237,6978,0.4,41,5.7,1.9,170
1238,7349,-999.0,-999,-999.0,-999.0,-999
1239,7359,0.4,352,5.7,1.6,128
1240,7360,-999.0,-999,-999.0,-999.0,-999
1241,7361,-999.0,-999,-999.0,-999.0,-999
1242,7363,1.2,348,6.3,4.8,58
1243,7366,1.3,354,6.8,3.2,58
1244,7367,0.7,340,5.9,0.7,359
1245,7368,0.3,335,5.1,1.3,107
1246,7370,1.2,335,7.7,5.6,268
1247,7372,0.5,253,5.0,3.8,221
1248,7373,0.0,173,2.7,3.6,197
1249,7377,0.2,233,3.5,4.4,214
1250,7378,0.0,245,3.5,2.9,196
1251,7382,0.3,256,3.9,3.2,219
1252,7383,0.0,-999,2.7,1.2,168
1253,7388,0.0,188,6.3,1.8,174
1254,7413,-999.0,-999,-999.0,-999.0,-999
1255,7414,0.7,188,5.7,0.7,15
1256,7415,0.9,171,6.0,3.5,221
1257,7420,0.1,138,9.7,0.1,8
1258,7421,0.0,213,5.1,1.7,76
1259,7422,0.9,156,8.9,2.2,232
1260,7426,1.2,205,6.0,5.9,242
1261,7432,0.7,136,10.0,1.9,252
1262,7432,1.2,212,6.4,2.3,262
1263,7433,1.3,223,6.5,1.5,243
1264,7434,0.6,207,6.3,2.7,69
1265,7435,0.5,148,11.8,5.5,26
1266,7436,0.3,192,8.0,3.5,17
1267,7437,0.0,196,5.8,4.2,359
1268,7472,0.4,267,4.6,3.7,231
1269,7473,0.0,175,4.6,2.3,228
1270,7474,0.7,100,10.1,5.3,233
1271,7904,0.6,310,6.8,3.6,239
1272,7922,0.7,18,4.6,6.4,57
1273,7923,-999.0,-999,-999.0,-999.0,-999
1274,8101,0.1,87,5.6,1.0,36
1275,8102,0.2,54,5.8,0.9,320
1276,8103,0.3,43,6.0,0.8,226
1277,8104,0.4,37,6.2,2.4,211
1278,8105,0.5,32,6.6,1.7,209
1279,8106,0.5,29,6.5,1.7,177
1280,8107,0.5,26,6.4,1.3,133
1281,8108,0.5,21,6.7,1.5,79
1282,8109,0.6,17,6.9,2.2,61
1283,8110,0.5,12,6.8,2.6,54
1284,8111,0.6,6,6.7,2.9,55
1285,8112,0.6,0,6.7,2.4,50
1286,8113,0.2,48,5.7,0.9,329
1287,8114,0.3,44,5.8,1.2,229
1288,8115,0.4,37,6.6,2.2,205
1289,8116,0.5,32,6.8,2.3,207
1290,8117,0.5,29,6.9,2.0,185
1291,8118,0.5,25,6.9,1.0,138
1292,8119,0.6,21,6.7,1.4,83
1293,8120,0.6,17,6.6,2.1,61
1294,8121,0.6,11,6.4,2.4,57
1295,8122,0.6,4,6.4,2.5,47
1296,8123,0.2,57,6.7,0.9,238
1297,8124,0.3,47,7.4,2.2,232
1298,8125,0.4,37,7.0,2.8,229
1299,8126,0.5,33,6.7,3.1,221
1300,8127,0.5,29,6.5,2.5,203
1301,8128,0.6,25,6.3,1.5,176
1302,8129,0.6,20,6.2,1.3,114
1303,8130,0.6,14,6.2,1.3,86
1304,8131,0.6,5,6.2,1.6,68
1305,8132,0.2,56,7.0,0.9,201
1306,8133,0.3,47,6.6,2.5,240
1307,8134,0.5,38,6.3,4.3,229
1308,8135,0.5,33,6.1,4.5,225
1309,8136,0.5,28,6.0,3.7,210
1310,8137,0.5,22,6.0,2.4,190
1311,8138,0.5,15,5.9,1.4,187
1312,8139,0.5,6,5.9,1.1,146
1313,8140,0.2,65,6.1,1.5,223
1314,8141,0.3,49,5.8,2.8,230
1315,8142,0.4,38,5.8,5.1,226
1316,8143,0.5,31,5.7,5.3,222
1317,8144,0.5,25,5.7,4.6,210
1318,8145,0.5,17,5.7,3.5,205
1319,8146,0.5,7,5.6,2.6,201
1320,8147,0.2,68,5.4,3.0,198
1321,8148,0.3,55,5.3,3.5,212
1322,8149,0.4,32,5.3,5.2,227
1323,8150,0.4,20,5.3,5.7,226
1324,8151,0.4,19,5.4,5.1,217
1325,8152,0.4,7,5.3,4.1,212
1326,8300,-999.0,-999,-999.0,-999.0,-999
1327,8301,0.0,192,4.0,2.2,16
1328,8302,0.0,193,4.0,0.3,55
1329,8303,0.0,168,5.2,3.0,288
1330,8304,0.0,182,3.8,2.1,265
