,해구번호,유의파고(m),파향(deg),최대파주기(sec),풍속(m/s),풍향(deg)
677,698,0.6,96,9.5,1.7,129
678,699,0.6,97,9.5,2.0,115
679,700,0.6,95,9.6,2.3,78
680,701,0.4,111,9.3,4.0,212
681,702,0.4,110,9.3,3.9,218
682,703,0.5,107,9.4,3.4,227
683,704,0.5,105,9.6,3.5,232
684,705,0.5,103,9.8,3.8,240
685,706,0.5,101,10.0,4.2,243
686,707,0.5,102,10.0,4.4,241
687,708,0.5,103,10.0,3.9,236
688,709,0.5,102,10.0,3.6,239
689,710,0.6,98,10.1,3.5,243
690,711,0.5,103,9.4,3.1,212
691,712,0.5,101,9.4,2.8,219
692,713,0.5,100,9.5,2.9,227
693,714,0.5,99,9.6,3.3,235
694,715,0.5,97,9.8,3.4,238
695,716,0.5,94,10.0,3.0,238
696,717,0.6,91,10.1,2.5,244
697,718,0.6,91,10.1,1.7,244
698,719,0.7,93,10.1,1.1,251
699,720,0.8,93,10.1,1.1,248
700,721,0.5,96,9.6,2.7,200
701,722,0.5,95,9.7,2.1,208
702,723,0.5,94,9.8,2.4,234
703,724,0.5,93,9.9,2.5,238
704,725,0.6,91,10.0,1.5,241
705,726,0.6,88,10.1,0.5,290
706,727,0.6,85,10.2,0.5,347
707,728,0.6,81,10.2,0.6,54
708,729,0.6,81,10.2,0.7,70
709,730,0.7,88,10.1,1.0,200
710,731,0.5,92,10.0,2.4,182
711,732,0.5,89,10.1,1.5,206
712,733,0.5,89,10.1,1.8,234
713,734,0.5,89,10.1,1.2,261
714,735,0.5,89,10.1,0.6,25
715,736,0.5,87,10.2,1.4,52
716,737,0.5,89,10.1,0.9,80
717,738,0.4,94,10.0,1.1,177
718,739,0.3,96,9.6,1.7,199
719,740,0.7,95,10.0,3.6,191
720,741,0.5,93,9.9,1.5,173
721,742,0.5,88,10.0,1.0,212
722,743,0.5,85,10.1,0.9,262
723,744,0.5,86,10.1,1.6,355
724,745,0.5,91,10.0,1.7,36
725,746,0.5,98,9.9,1.1,136
726,747,0.4,101,9.8,2.1,190
727,748,0.5,104,9.7,3.0,193
728,749,0.8,92,10.1,3.6,191
729,750,0.8,91,10.1,3.4,188
730,751,0.5,101,9.7,0.7,182
731,752,0.5,94,9.9,0.5,234
732,753,0.4,86,10.0,1.2,318
733,754,0.4,84,10.1,2.7,357
734,755,0.4,85,10.1,0.6,10
735,756,0.4,90,10.0,1.7,184
736,757,0.6,98,9.9,2.6,192
737,758,0.8,92,10.0,3.4,193
738,759,0.8,90,10.1,3.4,187
739,760,0.8,89,10.1,3.0,186
740,761,0.5,109,9.7,0.3,322
741,762,0.5,110,9.5,0.6,305
742,763,0.4,107,9.7,1.4,330
743,764,0.3,95,10.1,2.6,336
744,765,0.2,88,10.2,1.5,263
745,766,0.2,71,9.1,2.2,210
746,767,0.6,83,10.1,3.0,194
747,768,0.8,90,10.1,3.3,189
748,769,0.8,89,10.1,3.3,188
749,770,0.8,88,10.1,3.2,187
750,771,0.6,111,9.0,1.1,10
751,772,0.6,115,8.8,0.9,352
752,773,0.5,118,8.7,1.1,326
753,774,0.4,122,8.7,1.9,331
754,775,0.3,130,9.4,1.8,257
755,776,0.4,124,9.0,2.6,216
756,777,0.8,90,10.0,3.1,190
757,778,0.8,90,10.1,2.9,184
758,779,0.8,89,10.1,2.6,182
759,780,0.8,88,10.1,2.6,184
760,781,0.6,106,9.3,1.4,45
761,782,0.7,106,9.3,1.7,21
762,783,0.7,104,9.4,1.3,6
763,784,0.7,101,9.6,1.2,352
764,785,0.8,95,9.9,1.1,256
765,786,0.8,91,10.0,1.9,200
766,787,0.8,90,10.0,2.3,179
767,788,0.8,90,10.0,2.3,178
768,789,0.8,89,10.0,2.3,168
769,790,0.8,89,10.0,2.4,173
770,791,0.7,95,9.6,2.1,49
771,792,0.8,97,9.7,2.4,40
772,793,0.8,94,9.8,2.3,50
773,794,0.8,91,9.9,1.4,54
774,795,0.8,90,10.0,0.8,191
775,796,0.8,90,10.0,1.8,159
776,797,0.8,90,10.0,2.1,160
777,798,0.8,90,10.0,2.3,160
778,799,0.8,90,10.0,2.1,158
779,800,0.8,90,9.9,1.9,155
780,801,0.8,94,10.1,3.3,249
781,802,0.8,94,10.1,3.5,253
782,803,0.8,94,10.1,3.7,250
783,804,0.8,94,10.1,3.7,247
784,805,0.8,94,10.1,4.1,245
785,806,0.8,94,10.1,4.5,243
786,807,0.8,95,10.1,4.6,242
787,808,0.8,97,10.0,4.5,242
788,809,0.9,102,10.0,5.0,239
789,810,1.0,118,9.9,6.8,231
790,811,0.8,93,10.1,1.4,242
791,812,0.8,93,10.1,2.2,239
792,813,0.8,93,10.1,2.7,239
793,814,0.8,93,10.1,3.6,237
794,815,0.8,94,10.1,4.2,235
795,816,0.8,95,10.1,4.1,235
796,817,0.8,96,10.1,3.9,233
797,818,0.8,100,10.0,4.7,233
798,819,0.9,111,10.0,6.2,231
799,820,1.0,120,10.0,7.0,228
800,821,0.8,92,10.1,2.7,215
801,822,0.8,92,10.1,3.4,218
802,823,0.8,92,10.1,3.7,218
803,824,0.8,92,10.1,3.5,223
804,825,0.8,93,10.1,3.2,226
805,826,0.8,94,10.1,3.5,229
806,827,0.8,96,10.1,4.5,229
807,828,0.9,106,10.0,5.7,227
808,829,0.9,114,10.0,6.4,224
809,830,1.0,118,10.0,6.7,223
810,831,0.8,92,10.1,3.6,194
811,832,0.8,91,10.1,3.3,198
812,833,0.8,91,10.1,2.9,212
813,834,0.8,91,10.1,2.9,223
814,835,0.8,92,10.1,3.4,221
815,836,0.8,92,10.1,4.3,222
816,837,0.8,94,10.1,5.1,220
817,838,0.9,100,10.0,5.4,218
818,839,0.9,104,10.0,5.9,218
819,840,1.0,111,10.0,6.4,220
820,841,0.8,91,10.1,2.9,187
821,842,0.8,91,10.1,2.3,192
822,843,0.8,91,10.1,2.3,203
823,844,0.8,91,10.1,3.0,212
824,845,0.8,91,10.0,3.8,215
825,846,0.8,91,10.0,4.3,213
826,847,0.8,92,10.0,4.5,211
827,848,0.8,95,10.0,5.2,210
828,849,0.9,102,10.0,5.8,210
829,850,0.9,108,10.0,6.0,210
830,851,0.8,89,10.0,2.6,190
831,852,0.8,90,10.0,2.4,199
832,853,0.8,90,10.0,2.8,206
833,854,0.8,90,10.0,3.5,210
834,855,0.8,90,10.0,4.0,204
835,856,0.8,90,10.0,4.4,198
836,857,0.8,92,10.0,5.1,197
837,858,0.9,96,10.0,5.6,196
838,859,0.9,100,10.0,5.7,196
839,860,0.9,103,9.9,5.6,196
840,861,0.8,88,10.1,3.1,193
841,862,0.8,88,10.1,3.1,199
842,863,0.8,89,10.1,3.4,199
843,864,0.8,89,10.0,3.6,190
844,865,0.8,89,10.0,3.8,181
845,866,0.8,90,10.0,4.2,183
846,867,0.9,94,10.0,4.5,187
847,868,0.9,97,10.0,4.7,188
848,869,0.9,101,10.0,4.8,188
849,870,0.9,104,9.9,4.7,188
850,871,0.8,87,10.1,2.7,187
851,872,0.8,86,10.1,2.8,190
852,873,0.8,87,10.1,2.7,181
853,874,0.8,88,10.0,2.7,167
854,875,0.8,89,10.0,2.9,168
855,876,0.8,92,10.0,3.5,177
856,877,0.9,96,10.0,4.2,181
857,878,0.9,100,10.0,4.7,179
858,879,1.0,103,9.9,4.8,180
859,880,1.0,106,9.9,4.8,177
860,881,0.8,90,10.0,2.3,178
861,882,0.7,91,10.0,2.1,172
862,883,0.7,90,10.0,2.2,158
863,884,0.8,88,10.0,2.6,152
864,885,0.8,89,10.0,3.3,162
865,886,0.9,93,10.0,4.1,168
866,887,0.9,98,10.0,4.8,170
867,888,1.0,102,10.0,5.0,168
868,889,1.0,105,9.9,4.9,169
869,890,1.0,108,9.9,5.0,166
870,891,0.8,90,10.0,1.9,160
871,892,0.8,89,10.0,2.0,149
872,893,0.8,88,10.0,2.2,142
873,894,0.8,88,10.0,2.8,146
874,895,0.8,90,10.0,3.5,155
875,896,0.9,94,10.0,4.3,161
876,897,1.0,99,10.0,5.0,162
877,898,1.0,103,10.0,4.9,161
878,899,1.1,106,9.9,4.8,160
879,900,1.1,108,9.9,4.6,156
880,901,1.2,22,6.2,4.6,51
881,902,1.2,17,6.0,5.1,38
882,903,1.3,14,6.0,6.3,22
883,904,1.2,358,6.0,6.5,7
884,905,1.3,29,5.9,6.4,45
885,906,1.4,24,5.8,7.2,38
886,907,1.4,19,5.8,7.8,31
887,908,1.4,9,5.8,8.2,26
888,909,1.1,354,5.7,6.9,38
889,910,1.3,40,5.5,7.7,43
890,911,1.4,34,5.5,8.3,37
891,912,1.4,29,5.6,8.6,34
892,913,1.5,22,5.6,9.4,34
893,914,1.2,3,5.5,7.4,42
894,915,0.7,335,5.5,5.7,66
895,916,1.2,44,5.2,7.4,44
896,917,1.3,38,5.2,8.2,38
897,918,1.4,32,5.2,8.8,35
898,919,1.4,28,5.2,9.1,36
899,920,1.4,23,5.2,9.5,38
900,921,0.9,1,5.3,7.4,43
901,922,0.6,27,4.9,6.9,39
902,923,0.7,1,7.4,4.5,46
903,924,1.1,53,5.1,7.2,39
904,925,1.2,45,5.0,7.5,38
905,926,1.2,37,4.9,7.9,37
906,927,1.3,31,4.9,8.5,35
907,928,1.2,28,4.8,8.6,34
908,929,1.2,25,4.8,8.5,35
909,930,1.1,20,4.8,8.3,35
910,931,0.9,10,5.2,7.2,37
911,932,0.9,63,7.0,6.6,44
912,933,1.0,52,6.5,7.0,41
913,934,1.0,42,5.8,7.6,38
914,935,1.1,35,6.5,7.7,37
915,936,1.1,32,6.0,7.9,37
916,937,1.0,29,4.5,7.9,34
917,938,1.0,26,4.5,8.1,30
918,939,1.0,25,4.6,7.9,35
919,940,0.8,67,7.1,5.7,49
920,941,0.8,53,7.0,6.5,47
921,942,0.9,42,7.3,6.9,42
922,943,0.9,34,7.5,7.4,36
923,944,1.0,31,7.6,7.9,36
924,945,1.0,30,5.5,8.0,32
925,946,0.9,32,4.3,7.6,33
926,947,0.9,32,4.4,7.5,32
927,948,0.7,60,7.3,4.9,50
928,949,0.7,49,7.3,5.8,44
929,950,0.7,41,7.4,6.3,38
930,951,0.8,33,7.5,6.5,34
931,952,0.8,28,7.5,6.6,35
932,953,0.8,25,7.5,7.1,32
933,954,0.9,27,5.8,7.3,35
934,955,0.8,31,4.5,7.1,38
935,956,0.6,40,7.4,4.0,47
936,957,0.6,41,7.4,4.7,43
937,958,0.6,41,7.2,4.9,35
938,959,0.6,35,7.1,5.4,31
939,960,0.7,30,7.2,5.8,31
940,961,0.7,26,7.2,6.3,34
941,962,0.7,19,7.1,6.6,30
942,963,0.8,20,6.7,6.9,32
943,964,0.5,34,7.2,3.6,37
944,965,0.5,30,7.1,4.2,34
945,966,0.5,27,7.0,4.7,31
946,967,0.5,25,6.9,5.0,26
947,968,0.5,22,6.9,5.1,26
948,969,0.6,19,7.0,5.2,32
949,970,0.6,16,7.0,5.4,35
950,971,0.6,15,6.9,5.9,30
951,972,0.5,32,6.9,3.2,40
952,973,0.5,30,6.9,3.8,38
953,974,0.5,27,6.9,4.2,35
954,975,0.5,25,6.8,4.3,30
955,976,0.5,21,6.8,4.3,24
956,977,0.5,18,6.9,4.3,24
957,978,0.5,16,7.0,4.6,29
958,979,0.5,12,6.8,5.1,28
959,980,0.4,30,6.7,2.2,48
960,981,0.5,30,6.9,3.0,42
961,982,0.5,28,6.8,3.3,31
962,983,0.5,26,6.6,3.3,24
963,984,0.5,23,6.5,3.4,24
964,985,0.5,20,6.8,3.7,20
965,986,0.5,17,6.9,3.9,27
966,987,0.5,14,6.8,4.2,30
967,988,0.4,25,6.3,0.9,1
968,989,0.4,31,6.5,1.8,26
969,990,0.5,30,6.8,2.3,25
970,991,0.5,28,6.6,2.2,24
971,992,0.4,26,6.4,2.7,21
972,993,0.4,22,6.5,3.2,19
973,994,0.5,19,6.8,3.4,20
974,995,0.5,16,6.8,4.2,25
975,996,0.3,38,6.1,1.5,254
976,997,0.3,36,6.1,1.0,265
977,998,0.4,32,6.5,0.8,309
978,999,0.4,30,6.6,1.3,7
979,1000,0.4,28,6.4,1.7,17
980,1001,0.4,25,6.3,2.4,9
981,1002,0.5,21,6.7,3.5,8
982,1003,0.5,18,6.9,4.1,15
983,1004,0.2,49,5.6,2.4,224
984,1005,0.3,41,5.7,1.7,221
985,1006,0.3,37,6.1,1.5,235
986,1007,0.4,32,6.7,1.1,270
987,1008,0.4,30,6.7,1.1,320
988,1009,0.4,27,6.8,1.5,334
989,1010,0.5,24,6.9,2.3,346
990,1011,0.5,20,6.7,3.0,1
991,1237,0.5,17,6.6,3.6,11
992,1238,0.5,12,6.4,4.0,20
993,1239,0.5,7,6.4,4.5,16
994,1240,0.5,0,6.3,4.7,16
995,1247,0.5,14,6.9,4.4,18
996,1248,0.5,9,6.7,4.8,18
997,1249,0.5,0,6.5,5.3,10
998,1250,0.3,339,6.2,5.1,346
999,1261,0.5,11,6.5,4.4,22
1000,1262,0.5,5,6.5,4.8,17
1001,1263,0.4,350,6.6,4.6,11
1002,1264,0.3,313,5.3,2.7,345
1003,1275,0.5,9,6.4,4.8,28
1004,1276,0.5,2,6.6,4.9,24
1005,1277,0.3,345,6.8,4.8,19
1006,1278,0.3,308,4.9,4.0,14
1007,1289,0.5,8,6.6,5.5,29
1008,1290,0.5,2,6.8,5.8,25
1009,1291,0.4,348,6.8,6.4,20
1010,1292,0.3,319,4.3,6.8,20
1011,1303,0.7,14,6.8,6.6,30
1012,1304,0.6,6,6.9,6.7,25
1013,1305,0.4,352,6.3,6.4,21
1014,1306,0.3,321,4.3,6.1,358
1015,1314,0.7,15,6.9,7.1,36
1016,1315,0.5,7,6.9,6.8,32
1017,1316,0.4,343,6.0,6.0,19
1018,1317,0.2,309,4.4,5.4,357
1019,1325,0.8,29,7.0,6.7,36
1020,1326,0.6,30,6.0,6.6,29
1021,1327,0.5,5,4.1,6.0,19
1022,1328,0.3,322,4.5,5.0,7
1023,1336,0.8,27,5.0,7.3,34
1024,1337,0.7,23,4.4,7.2,35
1025,1338,0.5,21,3.7,6.5,25
1026,1339,0.3,335,4.5,3.8,33
1027,1347,0.9,19,5.5,7.5,43
1028,1348,0.5,10,7.6,5.6,40
1029,1349,0.3,349,4.9,3.9,29
1030,1358,0.4,350,5.7,5.2,41
1031,1359,0.4,5,7.2,5.4,29
1032,1368,0.5,344,5.3,3.7,33
1033,1420,1.1,189,7.3,6.8,32
1034,1421,1.1,170,8.9,4.3,34
1035,1432,1.6,225,6.5,7.5,251
1036,1433,1.6,232,6.5,2.4,269
1037,1434,1.4,232,6.7,3.6,22
1038,1435,1.4,216,6.7,2.4,10
1039,1446,1.8,237,6.3,9.1,247
1040,1447,1.8,242,6.4,8.8,250
1041,1448,1.8,246,6.5,8.5,253
1042,1449,1.8,248,6.7,8.4,256
1043,1460,1.8,247,6.3,9.4,248
1044,1461,1.8,250,6.4,9.2,246
1045,1462,1.9,254,6.6,8.9,246
1046,1463,1.8,257,6.9,8.8,250
1047,1474,1.7,252,6.3,8.8,244
1048,1475,1.7,255,6.4,8.8,242
1049,1476,1.7,259,6.6,8.6,242
1050,1477,1.8,263,6.7,8.3,244
1051,1488,1.6,259,6.3,8.6,241
1052,1489,1.6,263,6.4,8.4,240
1053,1490,1.7,267,6.5,8.1,242
1054,1491,1.7,271,6.5,8.0,245
1055,1502,1.4,274,6.7,7.6,238
1056,1503,1.5,278,6.8,7.4,240
1057,1504,1.5,284,6.8,7.3,243
1058,1505,1.5,287,6.9,7.2,246
1059,1516,1.3,280,9.6,7.2,240
1060,1517,1.3,277,9.5,7.2,244
1061,1518,1.4,272,9.5,7.3,248
1062,1519,1.4,268,9.4,7.2,248
1063,1530,1.2,134,9.6,7.3,239
1064,1531,1.2,153,9.5,7.4,241
1065,1532,1.3,173,9.5,7.5,242
1066,1533,1.3,185,9.5,7.5,243
1067,1544,1.1,141,9.6,7.4,235
1068,1545,1.2,150,9.6,7.5,237
1069,1546,1.2,159,9.6,7.5,240
1070,1547,1.2,165,9.5,7.5,243
1071,1558,1.1,139,9.6,7.3,237
1072,1559,1.1,143,9.6,7.4,240
1073,1560,1.1,149,9.6,7.5,242
1074,1561,1.2,153,9.6,7.5,243
1075,1572,1.1,134,9.7,7.0,236
1076,1573,1.1,133,9.6,7.0,236
1077,1574,1.1,133,9.6,6.9,237
1078,1575,1.1,131,9.6,6.8,236
1079,1586,1.1,124,9.7,6.5,228
1080,1587,1.1,122,9.7,6.1,229
1081,1588,1.1,121,9.6,6.1,230
1082,1589,1.0,120,9.6,6.0,229
1083,1600,1.0,115,9.7,5.5,221
1084,1601,1.0,116,9.7,5.3,224
1085,1602,1.0,116,9.7,5.1,225
1086,1603,1.0,114,9.7,4.9,224
1087,1614,1.0,112,9.6,4.5,215
1088,1615,1.0,112,9.6,4.5,213
1089,1616,1.0,113,9.6,4.2,210
1090,1617,1.0,115,9.6,3.9,212
1091,1628,1.0,113,9.5,3.7,198
1092,1629,1.0,113,9.5,3.3,196
1093,1630,1.0,114,9.5,3.1,198
1094,1631,1.0,116,9.5,2.8,200
1095,1642,1.0,114,9.5,3.0,187
1096,1643,1.0,115,9.4,2.7,183
1097,1644,1.0,115,9.4,2.2,181
1098,1645,1.1,116,9.4,1.9,183
1099,1656,1.1,115,9.4,2.8,166
1100,1657,1.1,115,9.4,2.8,157
1101,1658,1.1,115,9.4,2.7,149
1102,1659,1.1,116,9.4,2.7,146
1103,1670,1.1,115,9.4,4.0,146
1104,1671,1.1,115,9.4,3.7,137
1105,1672,1.1,115,9.4,3.6,135
1106,1673,1.2,115,9.5,3.6,137
1107,1684,1.2,113,9.3,4.0,133
1108,1685,1.2,114,9.3,3.8,129
1109,1686,1.2,114,9.3,3.6,125
1110,1687,1.2,114,9.4,3.5,123
1111,5021,-999.0,-999,-999.0,-999.0,-999
1112,5022,0.4,135,6.1,2.0,141
1113,5029,-999.0,-999,-999.0,-999.0,-999
1114,5038,0.1,102,6.2,3.7,83
1115,5047,-999.0,-999,-999.0,-999.0,-999
1116,5055,-999.0,-999,-999.0,-999.0,-999
1117,5087,1.1,70,6.8,5.9,35
1118,5097,-999.0,-999,-999.0,-999.0,-999
1119,5098,-999.0,-999,-999.0,-999.0,-999
1120,5099,0.2,97,4.8,6.7,61
1121,5118,0.1,193,5.5,2.5,160
1122,5124,0.1,206,5.9,1.6,194
1123,5130,0.0,229,6.2,1.1,190
1124,5131,-999.0,-999,-999.0,-999.0,-999
1125,5137,0.1,209,5.7,4.7,132
1126,5138,0.0,162,4.3,4.0,115
1127,5146,0.2,204,4.8,5.4,101
1128,5147,0.0,229,3.7,4.7,99
1129,5154,0.0,217,3.3,5.3,98
1130,5164,-999.0,-999,-999.0,-999.0,-999
1131,5174,0.1,242,5.0,3.5,171
1132,5184,0.1,267,3.8,3.9,194
1133,5213,0.0,-999,2.7,4.0,111
1134,5214,0.1,98,2.8,5.8,74
1135,6003,-999.0,-999,-999.0,-999.0,-999
1136,6005,0.0,167,2.7,6.5,205
1137,6058,-999.0,-999,-999.0,-999.0,-999
1138,6062,-999.0,-999,-999.0,-999.0,-999
1139,6066,-999.0,-999,-999.0,-999.0,-999
1140,6076,-999.0,-999,-999.0,-999.0,-999
1141,6077,-999.0,-999,-999.0,-999.0,-999
1142,6116,0.1,154,5.5,3.5,137
1143,6119,0.2,153,5.7,1.5,115
1144,6137,-999.0,-999,-999.0,-999.0,-999
1145,6138,-999.0,-999,-999.0,-999.0,-999
1146,6139,-999.0,-999,-999.0,-999.0,-999
1147,6154,0.1,115,5.6,2.4,216
1148,6155,0.3,142,5.5,2.9,222
1149,6454,-999.0,-999,-999.0,-999.0,-999
1150,6455,-999.0,-999,-999.0,-999.0,-999
1151,6456,0.0,121,9.0,2.6,303
1152,6457,0.2,74,7.5,1.0,250
1153,6486,-999.0,-999,-999.0,-999.0,-999
1154,6487,0.1,91,8.8,0.8,168
1155,6601,-999.0,-999,-999.0,-999.0,-999
1156,6602,-999.0,-999,-999.0,-999.0,-999
1157,6603,0.0,27,3.9,4.2,311
1158,6604,-999.0,-999,-999.0,-999.0,-999
1159,6605,0.0,144,4.3,5.1,153
1160,6614,-999.0,-999,-999.0,-999.0,-999
1161,6615,0.3,162,3.6,6.7,165
1162,6624,-999.0,-999,-999.0,-999.0,-999
1163,6642,-999.0,-999,-999.0,-999.0,-999
1164,6660,0.0,119,4.6,4.5,126
1165,6670,0.3,99,8.3,3.3,96
1166,6680,0.0,185,4.3,3.0,93
1167,6681,0.3,80,9.8,3.9,50
1168,6690,0.1,140,5.7,2.6,122
1169,6691,0.2,93,9.7,3.2,16
1170,6901,0.0,185,2.7,6.2,187
1171,6902,0.0,194,2.7,5.0,192
1172,6903,0.0,207,2.7,2.9,206
1173,6904,0.0,210,2.7,2.2,209
1174,6905,0.0,198,2.7,5.9,205
1175,6906,0.0,191,2.8,5.5,191
1176,6907,0.0,215,3.7,4.3,208
1177,6908,0.0,238,2.7,3.0,256
1178,6909,0.0,230,2.7,1.9,284
1179,6910,0.1,125,5.1,4.8,197
1180,6911,0.0,136,5.0,4.6,208
1181,6912,0.0,149,5.0,3.7,216
1182,6913,0.0,164,6.2,3.8,195
1183,6914,0.0,198,6.4,3.3,225
1184,6915,0.0,258,2.7,4.3,251
1185,6918,0.1,111,5.2,3.5,217
1186,6919,0.1,118,4.9,2.3,230
1187,6920,0.1,127,4.9,1.9,216
1188,6921,0.0,143,5.9,2.6,201
1189,6922,0.0,173,6.5,1.9,245
1190,6923,0.0,151,3.8,1.8,244
1191,6928,0.2,97,5.0,1.9,248
1192,6929,0.1,99,4.7,1.3,262
1193,6930,0.1,103,4.5,1.6,225
1194,6931,0.1,110,4.3,1.7,232
1195,6932,0.1,113,4.2,1.4,270
1196,6933,0.2,127,4.9,0.9,204
1197,6937,0.2,85,4.8,0.7,303
1198,6938,0.1,84,4.6,0.4,273
1199,6939,0.1,82,4.4,0.6,279
1200,6940,0.1,84,4.1,1.3,302
1201,6941,0.2,88,3.9,2.1,312
1202,6943,0.1,72,4.8,0.7,47
1203,6944,0.1,68,4.6,1.1,336
1204,6945,0.1,59,4.3,2.1,336
1205,6946,0.1,75,4.1,2.5,349
1206,6947,0.2,71,3.9,2.7,336
1207,6948,0.0,54,4.6,1.3,10
1208,6949,0.0,38,4.0,1.9,330
1209,6950,-999.0,-999,-999.0,-999.0,-999
1210,6951,0.1,135,5.0,0.6,123
1211,6952,0.3,130,5.3,0.4,67
1212,6953,0.4,133,5.3,1.1,306
1213,6954,-999.0,-999,-999.0,-999.0,-999
1214,6955,0.4,113,5.2,1.7,77
1215,6956,0.4,113,5.1,1.7,43
1216,6957,0.5,114,5.1,2.4,15
1217,6958,-999.0,-999,-999.0,-999.0,-999
1218,6959,0.4,85,5.2,1.8,26
1219,6960,0.5,85,5.1,2.0,35
1220,6961,0.5,90,5.0,2.7,27
1221,6962,-999.0,-999,-999.0,-999.0,-999
1222,6963,0.5,66,5.3,3.4,53
1223,6964,0.5,66,5.2,3.4,47
1224,6965,0.5,68,5.2,3.6,48
1225,6966,0.5,56,5.5,4.2,54
1226,6967,0.6,53,5.4,4.5,50
1227,6968,0.6,53,5.3,4.5,55
1228,6969,-999.0,-999,-999.0,-999.0,-999
1229,6970,0.6,44,4.7,5.0,52
1230,6971,0.7,42,4.8,5.8,62
1231,6972,0.6,33,3.9,6.6,52
1232,6973,0.6,35,4.5,6.9,56
1233,6974,0.2,42,4.6,4.5,24
1234,6975,0.2,46,5.7,3.1,5
1235,6976,0.4,43,5.7,1.6,15
1236,6977,0.2,46,5.7,3.1,281
1237,6978,0.3,42,5.7,3.6,268
1238,7349,-999.0,-999,-999.0,-999.0,-999
1239,7359,0.3,356,5.3,4.2,28
1240,7360,-999.0,-999,-999.0,-999.0,-999
1241,7361,-999.0,-999,-999.0,-999.0,-999
1242,7363,0.9,355,5.8,5.6,63
1243,7366,0.9,2,6.2,4.1,61
1244,7367,0.6,21,5.9,4.3,30
1245,7368,0.3,343,7.7,3.4,20
1246,7370,0.9,358,6.8,5.2,29
1247,7372,0.3,257,5.1,4.5,24
1248,7373,0.0,177,2.7,2.1,252
1249,7377,0.3,245,3.3,5.2,260
1250,7378,0.0,250,2.8,4.6,244
1251,7382,0.4,255,4.0,5.8,252
1252,7383,0.0,248,2.7,3.2,253
1253,7388,0.0,186,12.8,2.5,229
1254,7413,-999.0,-999,-999.0,-999.0,-999
1255,7414,0.6,187,5.4,1.9,213
1256,7415,0.7,160,10.2,2.1,153
1257,7420,0.1,137,9.6,1.8,40
1258,7421,0.0,215,4.8,1.9,293
1259,7422,0.8,151,9.9,4.7,190
1260,7426,1.1,202,6.2,4.7,254
1261,7432,0.7,129,10.0,1.3,196
1262,7432,1.1,207,6.6,1.5,202
1263,7433,1.2,215,6.6,5.3,95
1264,7434,0.6,207,6.8,4.0,89
1265,7435,0.5,151,11.8,6.3,18
1266,7436,0.3,197,7.1,4.3,11
1267,7437,0.0,199,4.7,4.9,9
1268,7472,0.6,269,4.3,6.6,252
1269,7473,0.0,197,4.6,5.1,258
1270,7474,0.7,109,10.1,7.4,218
1271,7904,0.5,310,6.3,2.5,328
1272,7922,0.5,20,5.5,6.0,42
1273,7923,-999.0,-999,-999.0,-999.0,-999
1274,8101,0.1,79,4.8,2.3,222
1275,8102,0.2,52,5.6,2.0,204
1276,8103,0.3,42,7.4,2.1,206
1277,8104,0.4,37,7.1,2.5,219
1278,8105,0.4,33,6.9,2.1,239
1279,8106,0.4,30,6.7,1.7,264
1280,8107,0.5,27,6.5,1.6,286
1281,8108,0.5,23,6.3,1.9,324
1282,8109,0.5,20,6.3,2.4,356
1283,8110,0.5,15,6.2,3.0,11
1284,8111,0.5,9,6.2,3.4,17
1285,8112,0.5,3,6.2,4.1,15
1286,8113,0.2,47,7.2,3.6,202
1287,8114,0.3,43,6.9,4.1,200
1288,8115,0.4,37,6.5,3.6,209
1289,8116,0.4,33,6.3,3.3,233
1290,8117,0.4,30,6.2,2.9,246
1291,8118,0.5,26,6.0,2.3,264
1292,8119,0.5,22,6.1,1.5,299
1293,8120,0.5,17,5.9,1.6,345
1294,8121,0.5,11,5.9,1.9,3
1295,8122,0.5,4,6.0,2.5,12
1296,8123,0.2,53,6.4,4.7,199
1297,8124,0.3,46,6.1,5.1,203
1298,8125,0.4,37,5.9,5.1,212
1299,8126,0.4,33,5.8,4.3,225
1300,8127,0.4,29,5.7,4.1,236
1301,8128,0.4,24,5.7,3.2,244
1302,8129,0.4,19,5.7,1.8,252
1303,8130,0.4,11,5.6,1.1,295
1304,8131,0.4,3,5.7,1.1,337
1305,8132,0.2,62,5.7,5.7,206
1306,8133,0.3,63,5.5,6.5,211
1307,8134,0.4,40,5.5,6.3,211
1308,8135,0.4,31,5.5,5.9,220
1309,8136,0.4,26,5.5,5.3,227
1310,8137,0.4,20,5.6,4.5,233
1311,8138,0.4,13,5.5,2.9,229
1312,8139,0.4,2,5.4,1.9,246
1313,8140,0.2,152,4.4,6.5,206
1314,8141,0.3,161,4.6,7.1,212
1315,8142,0.5,196,3.7,7.2,212
1316,8143,0.5,235,4.0,7.1,216
1317,8144,0.4,348,4.9,6.4,223
1318,8145,0.4,12,5.2,5.4,225
1319,8146,0.3,3,5.1,4.0,222
1320,8147,0.2,111,4.3,5.4,208
1321,8148,0.3,144,3.9,6.6,213
1322,8149,0.6,203,3.3,7.6,216
1323,8150,0.6,227,3.4,7.7,217
1324,8151,0.5,258,4.0,6.9,219
1325,8152,0.4,334,4.8,5.9,219
1326,8300,-999.0,-999,-999.0,-999.0,-999
1327,8301,0.0,191,4.1,4.3,200
1328,8302,0.0,192,3.9,3.7,227
1329,8303,0.0,165,7.1,4.2,177
1330,8304,0.0,175,7.2,3.6,203
